AUID_NEW,ARB2017.id,ARB2017.pctId,ARB2017.alen,ARB2017.evalue,Genomes879.id,Genomes879.pctId,Genomes879.alen,Genomes879.evalue,Genomes879.tax,MarineDiazo.subject,MarineDiazo.pid,MarineDiazo.alen,MarineDiazo.evalue,MarineDiazo.description,AUID,UCYNA_oligos,qcovs,pident,evalue,bitscore,Genoes879.pid_flag,MarineDiazo.ID,consensus_id,subcluster,cluster,CON,nifH_cluster,group1,group2,group3,group4,CyanoCON,crocoCMB,CyanoGroups,CyanoGroupsII,CyanoGroupsIII,CyanoGroupsIV
AUID.10154,ABW24695.1|uncultured_cyanobacterium,97.531,324,6.359999999999999e-158,Nostoc punctiforme,95.37,108,1.33e-73,Bacteria;Cyanobacteria;__c;Nostocales;Nostocaceae;Nostoc,NA,NA,NA,NA,NA,AUID.10143,NA,NA,NA,NA,NA,NA,NA,unknown1B,1B,1,unknown1B,1B,1B,1B,1B,1B & 1G,unknown1B,unknown1B,unknown1B,unknown1B,unknown1B,unknown1B
AUID.10157,BAP91501.1|uncultured_marine,100,327,6.2899999999999996e-173,Pseudomonas stutzeri,94.495,109,2.3e-74,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,Npac_Shio_otu00009,98.777,327,1.4199999999999997e-168,g-ETSP2,AUID.10109,NA,NA,NA,NA,NA,NA,g-ETSP2;Npac_Shio_otu00009,g-ETSP2;Npac_Shio_otu00009,1G,1,g-ETSP2;Npac_Shio_otu00009,1G,1G,1G,1B 1J/1K,1B & 1G,1G,g-ETSP2;Npac_Shio_otu00009,g-ETSP2;Npac_Shio_otu00009,g-ETSP2;Npac_Shio_otu00009,g-ETSP2;Npac_Shio_otu00009,g-ETSP2;Npac_Shio_otu00009
AUID.10158,ABB00031.1|uncultured_Richelia,99.691,324,1.3499999999999998e-169,Nostoc punctiforme,97.222,108,6.24e-75,Bacteria;Cyanobacteria;__c;Nostocales;Nostocaceae;Nostoc,AY706888.1,98.457,324,3.0399999999999994e-165,Het-1 | Uncultured bacterium clone HT_9025h5,AUID.10110,NA,NA,NA,NA,NA,1,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1,1B,1,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1,1B,1B,1B,1B,1B & 1G,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1
AUID.10160,ADV52023.1|uncultured_bacterium,98.765,324,1.3599999999999998e-164,Nostoc punctiforme,97.222,108,6.24e-75,Bacteria;Cyanobacteria;__c;Nostocales;Nostocaceae;Nostoc,AY706888.1,97.531,324,3.06e-160,Het-1 | Uncultured bacterium clone HT_9025h5,AUID.10111,NA,NA,NA,NA,NA,1,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1,1B,1,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1,1B,1B,1B,1B,1B & 1G,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1,Het-1 | Uncultured bacterium clone HT_9025h5 ;AY706888.1
AUID.10161,ADT90010.1|uncultured_marine,98.476,328,3.8099999999999997e-165,Allochromatium vinosum,98.165,109,8.480000000000004e-66,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium,NA,NA,NA,NA,NA,AUID.10147,NA,NA,NA,NA,NA,1,NA,Allochromatium vinosum,1G,1,Allochromatium vinosum,1G,1G,1G,1B 1J/1K,1B & 1G,1G,Allochromatium vinosum,Allochromatium vinosum,Allochromatium vinosum,Allochromatium vinosum,Allochromatium vinosum
AUID.10163,ADV52108.1|uncultured_bacterium,96.636,327,1.39e-154,Pseudomonas stutzeri,94.495,109,2.3e-74,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,SCCS_Turk_denovo3,97.866,328,3.969999999999999e-164,SCCS-Turk-denovo3,AUID.10149,NA,NA,NA,NA,NA,NA,SCCS-Turk-denovo3;SCCS_Turk_denovo3,SCCS-Turk-denovo3;SCCS_Turk_denovo3,1G,1,SCCS-Turk-denovo3;SCCS_Turk_denovo3,1G,1G,1G,1B 1J/1K,1B & 1G,1G,SCCS-Turk-denovo3;SCCS_Turk_denovo3,SCCS-Turk-denovo3;SCCS_Turk_denovo3,SCCS-Turk-denovo3;SCCS_Turk_denovo3,SCCS-Turk-denovo3;SCCS_Turk_denovo3,SCCS-Turk-denovo3;SCCS_Turk_denovo3
AUID.10166,AFD03772.1|uncultured_bacterium,93.558,326,2.38e-137,Desulfovibrio aespoeensis,95.413,109,1.8500000000000002e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.11085,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.10167,ADA77622.1|uncultured_prokaryote,91.768,328,1.86e-128,Desulfovibrio aespoeensis,94.495,109,8.05e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.11111,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.101670,AEI72404.1|uncultured_bacterium,80.368,326,1.22e-65,Desulfovibrio magneticus,88.073,109,6.649999999999999e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.98243,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.10168,ADD26448.1|uncultured_bacterium,96.024,327,3.0099999999999994e-151,Allochromatium vinosum,98.165,109,1.21e-75,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium,NA,NA,NA,NA,NA,AUID.11128,NA,NA,NA,NA,NA,1,NA,Allochromatium vinosum,1G,1,Allochromatium vinosum,1G,1G,1G,1B 1J/1K,1B & 1G,1G,Allochromatium vinosum,Allochromatium vinosum,Allochromatium vinosum,Allochromatium vinosum,Allochromatium vinosum
AUID.10169,AFD03695.1|uncultured_bacterium,98.777,327,2.9499999999999996e-166,Pelobacter carbinolicus,96.33,109,8.08e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.18734,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10170,AAZ06764.1|uncultured_nitrogen-fixing,98.476,328,3.8099999999999997e-165,Klebsiella sp.,93.578,109,7.06e-73,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella,NA,NA,NA,NA,NA,AUID.11189,NA,NA,NA,NA,NA,NA,NA,unknown1G,1G,1,unknown1G,1G,1G,1G,1B 1J/1K,1B & 1G,1G,unknown1G,unknown1G,unknown1G,unknown1G,unknown1G
AUID.10171,AKS11174.1|uncultured_microorganism,99.695,328,8.14e-172,Pelobacter carbinolicus,92.661,109,1.58e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.11201,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10172,ALJ51684.1|uncultured_bacterium,95.37,324,3.0299999999999998e-146,Pelobacter carbinolicus,95.413,109,2.7999999999999998e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.19543,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10173,BAQ19809.1|uncultured_marine,99.388,327,1.3599999999999998e-169,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,CB914H4,98.777,327,1.4199999999999997e-168,NB3-Pelobacter|CB914H4,AUID.11256,NA,NA,NA,NA,NA,NA,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4,1A,1,NB3-Pelobacter|CB914H4;CB914H4,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4
AUID.10174,AFD03745.1|uncultured_bacterium,97.866,328,2.9699999999999998e-161,Pelobacter carbinolicus,95.413,109,2.7999999999999998e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.20285,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10175,AAO67658.1|uncultured_bacterium,99.694,327,2.9299999999999997e-171,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.10293,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10176,ALJ51767.1|uncultured_bacterium,99.695,328,8.14e-172,Pelobacter carbinolicus,92.661,109,1.58e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.11377,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10177,AII78936.1|uncultured_bacterium,96.646,328,3.87e-155,Azoarcus sp.,98.165,109,2.36e-76,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azoarcus,NA,NA,NA,NA,NA,AUID.11390,NA,NA,NA,NA,NA,1,NA,Azoarcus sp.,1P,1,Azoarcus sp.,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,Azoarcus sp.,Azoarcus sp.,Azoarcus sp.,Azoarcus sp.,Azoarcus sp.
AUID.10178,AHY22978.1|uncultured_marine,98.165,327,6.379999999999999e-163,Dechloromonas aromatica,100,109,4.51e-77,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas,NA,NA,NA,NA,NA,AUID.21351,NA,NA,NA,NA,NA,1,NA,Dechloromonas aromatica,1P,1,Dechloromonas aromatica,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica
AUID.10179,ACP42075.1|uncultured_bacterium,92.945,326,5.15e-134,Pelobacter carbinolicus,95.413,109,2.7999999999999998e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.11441,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10180,AKV16166.1|uncultured_nitrogen-fixing,99.39,328,3.79e-170,Allochromatium vinosum,98.165,109,1.21e-75,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium,NA,NA,NA,NA,NA,AUID.21641,NA,NA,NA,NA,NA,1,NA,Allochromatium vinosum,1G,1,Allochromatium vinosum,1G,1G,1G,1B 1J/1K,1B & 1G,1G,Allochromatium vinosum,Allochromatium vinosum,Allochromatium vinosum,Allochromatium vinosum,Allochromatium vinosum
AUID.10181,AAO67638.1|uncultured_bacterium,98.165,327,6.379999999999999e-163,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.11470,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10182,ACP42075.1|uncultured_bacterium,92.945,326,5.15e-134,Pelobacter carbinolicus,95.413,109,2.7999999999999998e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.11548,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10183,AGE45133.1|uncultured_nitrogen-fixing,89.623,318,6.85e-113,Geobacter lovleyi,99.083,109,9.64e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,NA,NA,NA,NA,NA,AUID.11571,NA,NA,NA,NA,NA,1,NA,Geobacter lovleyi,1A,1,Geobacter lovleyi,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,Geobacter lovleyi,Geobacter lovleyi,Geobacter lovleyi,Geobacter lovleyi,Geobacter lovleyi
AUID.10184,ALJ51636.1|uncultured_bacterium,95.732,328,3.8899999999999996e-150,Verrucomicrobiae bacterium,86.239,109,5.000000000000004e-66,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,NA,NA,NA,NA,NA,AUID.10320,NA,NA,NA,NA,NA,NA,NA,unknown3,3T,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.10185,AII78933.1|uncultured_bacterium,87.654,324,1.49e-104,Sideroxydans lithotrophicus,95.413,109,2.8399999999999998e-74,Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Sideroxydans,NA,NA,NA,NA,NA,AUID.11602,NA,NA,NA,NA,NA,NA,NA,unknown1P,1P,1,unknown1P,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,unknown1P,unknown1P,unknown1P,unknown1P,unknown1P
AUID.10186,ADD48927.1|uncultured_bacterium,99.695,328,8.14e-172,Desulfatibacillum alkenivorans,93.578,109,7.81e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.11628,NA,NA,NA,NA,NA,NA,NA,unknown3,3H,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.10187,AII78933.1|uncultured_bacterium,86.42,324,6.99e-98,Sideroxydans lithotrophicus,95.413,109,2.8399999999999998e-74,Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Sideroxydans,NA,NA,NA,NA,NA,AUID.11645,NA,NA,NA,NA,NA,NA,NA,unknown1P,1P,1,unknown1P,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,unknown1P,unknown1P,unknown1P,unknown1P,unknown1P
AUID.10188,AKV16206.1|uncultured_nitrogen-fixing,95.732,328,3.8899999999999996e-150,Pelobacter carbinolicus,95.413,109,2.7999999999999998e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.11710,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10189,AKS11334.1|uncultured_microorganism,99.39,328,3.79e-170,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.11713,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10190,AFD03747.1|uncultured_bacterium,96.024,327,3.0099999999999994e-151,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.11714,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10191,AKV16177.1|uncultured_nitrogen-fixing,98.78,328,8.19e-167,Verrucomicrobiae bacterium,86.239,109,5.57e-66,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,NA,NA,NA,NA,NA,AUID.23760,NA,NA,NA,NA,NA,NA,NA,unknown3,3G,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.10192,AMR73556.1|uncultured_bacterium,99.388,327,1.3599999999999998e-169,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.11738,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10193,ADO25023.1|uncultured_bacterium,81.288,326,1.21e-70,Desulfatibacillum alkenivorans,88.991,109,5.42e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.10336,NA,NA,NA,NA,NA,NA,NA,unknown3,3,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.10194,AMX23526.1|uncultured_bacterium,92.581,310,4.03e-125,Sideroxydans lithotrophicus,94.495,109,8.330000000000001e-73,Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Sideroxydans,NA,NA,NA,NA,NA,AUID.24005,NA,NA,NA,NA,NA,NA,NA,unknown1P,1P,1,unknown1P,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,unknown1P,unknown1P,unknown1P,unknown1P,unknown1P
AUID.10195,AII78933.1|uncultured_bacterium,88.889,324,3.19e-111,Sideroxydans lithotrophicus,95.413,109,2.8399999999999998e-74,Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Sideroxydans,NA,NA,NA,NA,NA,AUID.11927,NA,NA,NA,NA,NA,NA,NA,unknown1P,1P,1,unknown1P,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,unknown1P,unknown1P,unknown1P,unknown1P,unknown1P
AUID.10196,ADD26566.1|uncultured_bacterium,99.695,328,8.14e-172,Pelobacter carbinolicus,95.413,109,2.7999999999999998e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.11989,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10197,AAO67696.1|uncultured_bacterium,99.083,327,6.339999999999999e-168,Pelobacter carbinolicus,96.33,109,8.08e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.12031,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10198,AKS11184.1|uncultured_microorganism,99.39,328,3.79e-170,Pelobacter carbinolicus,92.661,109,1.58e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.12041,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10199,AKS11334.1|uncultured_microorganism,99.085,328,1.7599999999999994e-168,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.12063,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10200,AAO67658.1|uncultured_bacterium,99.694,327,2.9299999999999997e-171,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.10396,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10201,ALJ51998.1|uncultured_bacterium,87.616,323,1.9299999999999998e-103,Desulfovibrio aespoeensis,95.413,109,2.32e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.12292,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.10202,AIL28644.1|uncultured_bacterium,95.639,321,3.0299999999999998e-146,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.28796,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10204,AFD03655.1|uncultured_bacterium,99.083,327,6.339999999999999e-168,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.10403,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.10205,BAQ19871.1|uncultured_marine,89.231,325,6.85e-113,Teredinibacter turnerae,93.578,109,1.53e-64,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadalesgeneraincertaesedis;Teredinibacter,NA,NA,NA,NA,NA,AUID.10409,NA,NA,NA,NA,NA,NA,NA,unknown1G,1G,1,unknown1G,1G,1G,1G,1B 1J/1K,1B & 1G,1G,unknown1G,unknown1G,unknown1G,unknown1G,unknown1G
AUID.10206,AKU75697.1|uncultured_marine,82.675,329,2.59e-77,Desulfovibrio aespoeensis,95.413,109,2.32e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.12518,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.10207,AKS11486.1|uncultured_microorganism,99.695,328,8.14e-172,Desulfuromonas acetoxidans,98.165,109,5.6e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,NA,NA,NA,NA,NA,AUID.12622,NA,NA,NA,NA,NA,1,NA,Desulfuromonas acetoxidans,1A,1,Desulfuromonas acetoxidans,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans
AUID.10208,AKP56015.1|uncultured_nitrogen-fixing,90.854,328,1.88e-123,Desulfovibrio vulgaris,87.156,109,2e-56,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.12625,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
