arb_name	genus_species	NCBI nuc	NCBI prot	NCBI GI	nifHCluster	kingdom	phylum	class	order	family	genus
MccChth2	Microcoleus chthonoplastes	NZ_DS989843	ZP_05024356.1	254410577	3E	Bacteria	Cyanobacteria	__c	Oscillatoriales	__f	Microcoleus
MitMulta	Mitsuokella multacida	NZ_ABWK02000009	ZP_05403609.1	255658200	4F	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Mitsuokella
MitMult2	Mitsuokella multacida	ABWK02000009	EEX69515.1	260849508	4F	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Mitsuokella
NodSpum7	Nodularia spumigena	AAVW01000011	EAW46334.1	119465439	1B	Bacteria	Cyanobacteria	__c	Nostocales	Aphanizomenonaceae	Nodularia
NodSpum8	Nodularia spumigena	NZ_AAVW01000011	ZP_01629115.1	119509973	1B	Bacteria	Cyanobacteria	__c	Nostocales	Aphanizomenonaceae	Nodularia
NosPunc2	Nostoc punctiforme	CP001037	ACC79194.1	186463393	1B	Bacteria	Cyanobacteria	__c	Nostocales	Nostocaceae	Nostoc
NosPunc3	Nostoc punctiforme	CP001037	ACC79763.1	186463962	1B	Bacteria	Cyanobacteria	__c	Nostocales	Nostocaceae	Nostoc
NosPunc4	Nostoc punctiforme	CP001037	ACC84196.1	186468395	1B	Bacteria	Cyanobacteria	__c	Nostocales	Nostocaceae	Nostoc
NosPunc5	Nostoc punctiforme	NC_010628	YP_001864137.1	186680941	1B	Bacteria	Cyanobacteria	__c	Nostocales	Nostocaceae	Nostoc
NosPunc6	Nostoc punctiforme	NC_010628	YP_001864706.1	186681510	1B	Bacteria	Cyanobacteria	__c	Nostocales	Nostocaceae	Nostoc
NosPunc7	Nostoc punctiforme	NC_010628	YP_001869139.1	186685943	1B	Bacteria	Cyanobacteria	__c	Nostocales	Nostocaceae	Nostoc
NosSpec9	Nostoc sp.	J05111	AAA22008.1	142039	1B	Bacteria	Cyanobacteria	__c	Nostocales	Nostocaceae	Nostoc
NosSpe12	Nostoc sp.	BA000019	BAB72831.1	17130219	1B	Bacteria	Cyanobacteria	__c	Nostocales	Nostocaceae	Nostoc
NosSpe13	Nostoc sp.	BA000019	BAB73411.1	17130801	1B	Bacteria	Cyanobacteria	__c	Nostocales	Nostocaceae	Nostoc
NosSpe14	Nostoc sp.	NC_003272	NP_484917.1	17228369	1B	Bacteria	Cyanobacteria	__c	Nostocales	Nostocaceae	Nostoc
NosSpe15	Nostoc sp.	NC_003272	NP_485497.1	17228949	1B	Bacteria	Cyanobacteria	__c	Nostocales	Nostocaceae	Nostoc
OpiBacte	Opitutaceae bacterium	ABEA02000005	EEG22235.1	224804006	3E	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	__g
OpiBact2	Opitutaceae bacterium	NZ_ABEA02000005	ZP_03723745.1	225155251	3E	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	__g
OpiBact3	Opitutaceae bacterium	ABEA02000149	EEG18913.1	224800540	2C	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	__g
OpiBact4	Opitutaceae bacterium	NZ_ABEA02000149	ZP_03727074.1	225164851	2C	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	__g
OscSpec4	Oscillatoria sp.	CACA01000315	CBN57732.1	300334053	1B	Bacteria	Cyanobacteria	__c	Oscillatoriales	__f	Oscillatoria
OscSpec5	Oscillatoria sp.	NZ_CACA01000315	ZP_07112556.1	300867916	1B	Bacteria	Cyanobacteria	__c	Oscillatoriales	__f	Oscillatoria
OslTric4	Oscillochloris trichoides	ADVR01000002	EFO82066.1	308228420	X	Bacteria	Chloroflexi	__c	Chloroflexales	Oscillochloridaceae	Oscillochloris
OslTric5	Oscillochloris trichoides	NZ_ADVR01000002	ZP_07684114.1	309789532	X	Bacteria	Chloroflexi	__c	Chloroflexales	Oscillochloridaceae	Oscillochloris
PalPropi	Paludibacter propionicigenes	CP002345	ADQ79512.1	312443156	2A	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Paludibacter
PalProp2	Paludibacter propionicigenes	CP002345	ADQ79569.1	312443213	3L	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Paludibacter
PanSpec2	Pantoea sp.	ACYJ01000002	EEW04348.1	258535998	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea
PanSpec3	Pantoea sp.	NZ_ACYJ01000002	ZP_05727087.1	258634320	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea
PecAtros	Pectobacterium atrosepticum	BX950851	CAG75856.1	49612406	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium
PecAtro2	Pectobacterium atrosepticum	NC_004547	YP_051047.1	50121880	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium
PlbCarbi	Pelobacter carbinolicus	CP000142	ABA89338.1	77545776	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Pelobacteraceae	Pelobacter
PlbCarb2	Pelobacter carbinolicus	NC_007498	YP_357508.1	77919693	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Pelobacteraceae	Pelobacter
PlbPropi	Pelobacter propionicus	CP000482	ABL01060.1	118504577	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Pelobacteraceae	Pelobacter
PlbProp2	Pelobacter propionicus	NC_008609	YP_903117.1	118581867	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Pelobacteraceae	Pelobacter
PldLute2	Pelodictyon luteolum	CP000096	ABB24385.1	78167287	3P	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon
PldLute3	Pelodictyon luteolum	NC_007512	YP_375428.1	78187385	3P	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon
PldPhaeo	Pelodictyon phaeoclathratiforme	CP001110	ACF44165.1	194309465	3P	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon
PldPhae2	Pelodictyon phaeoclathratiforme	NC_011060	YP_002018782.1	194336988	3P	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon
PolNapht	Polaromonas naphthalenivorans	CP000529	ABM37652.1	120594213	1K	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas
PolNaph2	Polaromonas naphthalenivorans	NC_008781	YP_982573.1	121605244	1K	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas
PreBryan	Prevotella bryantii	ADWO01000022	EFI72879.1	299776319	3C	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
PreBrya2	Prevotella bryantii	NZ_ADWO01000022	ZP_07059869.1	300726419	3C	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ProAestu	Prosthecochloris aestuarii	CP001108	ACF46645.1	194312250	3P	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris
ProAest2	Prosthecochloris aestuarii	NC_011059	YP_002016292.1	194334432	3P	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris
PseStut2	Pseudomonas stutzeri	CP000304	ABP79021.1	145569915	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
PseStut3	Pseudomonas stutzeri	NC_009434	YP_001171863.1	146281710	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
PyrPisco	Pyramidobacter piscolens	ADFP01000070	EFB90680.1	282585372	4F	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter
PyrPisc2	Pyramidobacter piscolens	NZ_ADFP01000070	ZP_06266052.1	282856792	4F	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter
RhizEt42	Rhizobium etli	CP001076	ACE93965.1	190699882	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhizEt43	Rhizobium etli	CP001076	ACE94007.1	190699924	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhizEt44	Rhizobium etli	CP001076	ACE94049.1	190699966	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhizEt45	Rhizobium etli	NC_010996	YP_001984515.1	190894221	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhizEt46	Rhizobium etli	NC_010996	YP_001984557.1	190894263	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhizEt47	Rhizobium etli	NC_010996	YP_001984599.1	190894305	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhizEt48	Rhizobium etli	U80928	AAM54750.1	21467087	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhizEt49	Rhizobium etli	U80928	AAM54793.1	21467130	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhizEt50	Rhizobium etli	U80928	AAM54849.1	21467186	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhizEt51	Rhizobium etli	NC_004041	NP_659736.1	21492662	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhizEt52	Rhizobium etli	NC_004041	NP_659779.1	21492705	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhizEt53	Rhizobium etli	NC_004041	NP_659836.1	21492761	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhizEt54	Rhizobium etli	NZ_ABQY01002496	ZP_03502744.1	218462653	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhizEt55	Rhizobium etli	NZ_ABQZ01002720	ZP_03508962.1	218511084	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhizEt56	Rhizobium etli	NZ_ABRB01002064	ZP_03523938.1	218674269	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhiLegu9	Rhizobium leguminosarum	AM236084	CAK10385.1	115259252	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhiLeg10	Rhizobium leguminosarum	NC_008381	YP_770440.1	116254604	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhiLeg13	Rhizobium leguminosarum	CP001192	ACI58270.1	209538336	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhiLeg14	Rhizobium leguminosarum	NC_011368	YP_002279010.1	209547092	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhiLeg15	Rhizobium leguminosarum	CP001623	ACS59148.1	240861482	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhiLeg16	Rhizobium leguminosarum	NC_012848	YP_002973109.1	241113274	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhiSpe45	Rhizobium sp.	NC_000914	NP_444112.1	16519992	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhiSpe46	Rhizobium sp.	NC_000914	NP_444136.1	16520016	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhiSpe48	Rhizobium sp.	U00090	AAB91899.1	2182679	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhiSpe49	Rhizobium sp.	U00090	AAB91923.1	2182707	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
RhbCaps5	Rhodobacter capsulatus	CP001312	ADE84337.1	294474949	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbCaps6	Rhodobacter capsulatus	CP001312	ADE84350.1	294474962	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbCaps7	Rhodobacter capsulatus	CP001312	ADE85966.1	294476578	4C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbCaps8	Rhodobacter capsulatus	NC_014034	YP_003576744.1	294676129	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbCaps9	Rhodobacter capsulatus	NC_014034	YP_003576757.1	294676142	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbCap10	Rhodobacter capsulatus	NC_014034	YP_003578373.1	294677758	4C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbSpec2	Rhodobacter sp.	ACYY01000009	EEW25375.1	259022076	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbSpec3	Rhodobacter sp.	NZ_ACYY01000009	ZP_05843675.1	260575678	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbSphae	Rhodobacter sphaeroides	CP000661	ABP69680.1	145555067	4C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbSpha2	Rhodobacter sphaeroides	NC_009428	YP_001166985.1	146276826	4C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbSpha4	Rhodobacter sphaeroides	CP000577	ABN77295.1	126104617	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbSpha5	Rhodobacter sphaeroides	NC_009049	YP_001044067.1	126462953	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbSpha6	Rhodobacter sphaeroides	CP000661	ABP70147.1	145555534	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbSpha7	Rhodobacter sphaeroides	NC_009428	YP_001167452.1	146277293	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbSpha8	Rhodobacter sphaeroides	CP001150	ACM01736.1	221160756	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbSpha9	Rhodobacter sphaeroides	CP001151	ACM03752.1	221162781	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbSph10	Rhodobacter sphaeroides	NC_011958	YP_002520825.1	221369729	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbSph11	Rhodobacter sphaeroides	NC_011963	YP_002526237.1	221639975	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbSph13	Rhodobacter sphaeroides	CP000143	ABA79713.1	77388528	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhbSph14	Rhodobacter sphaeroides	NC_007493	YP_353614.1	77464110	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
RhmVanni	Rhodomicrobium vannielii	CP002292	ADP71189.1	311219821	1K	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium
RhmVann2	Rhodomicrobium vannielii	CP002292	ADP72548.1	311221180	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium
RhmVann3	Rhodomicrobium vannielii	CP002292	ADP72734.1	311221366	4C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium
RhmVann4	Rhodomicrobium vannielii	CP002292	ADP72762.1	311221394	4B	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium
RhmVann5	Rhodomicrobium vannielii	NC_014664	YP_004012288.1	312114692	1K	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium
RhmVann6	Rhodomicrobium vannielii	NC_014664	YP_004013647.1	312116051	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium
RhmVann7	Rhodomicrobium vannielii	NC_014664	YP_004013833.1	312116237	4C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium
RhmVann8	Rhodomicrobium vannielii	NC_014664	YP_004013861.1	312116265	4B	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium
RhdPalus	Rhodopseudomonas palustris	ADFI01000004	EFC25942.1	283578518	4F	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPalu2	Rhodopseudomonas palustris	NZ_ADFI01000004	ZP_06357798.1	283840251	4F	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPalu3	Rhodopseudomonas palustris	CP000463	ABJ07125.1	115519141	4C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPalu4	Rhodopseudomonas palustris	NC_008435	YP_782105.1	115525194	4C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPalu5	Rhodopseudomonas palustris	CP001096	ACF01110.1	192284729	4B	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPalu6	Rhodopseudomonas palustris	CP001096	ACF01415.1	192285034	4B	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPalu7	Rhodopseudomonas palustris	NC_011004	YP_001991585.1	192290980	4B	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPalu8	Rhodopseudomonas palustris	NC_011004	YP_001991890.1	192291285	4B	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPalu9	Rhodopseudomonas palustris	BX572600	CAE27794.1	39649274	4B	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal10	Rhodopseudomonas palustris	BX572601	CAE28076.1	39649554	4B	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal11	Rhodopseudomonas palustris	NC_005296	NP_947698.1	39935422	4B	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal12	Rhodopseudomonas palustris	NC_005296	NP_947977.1	39935701	4B	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal13	Rhodopseudomonas palustris	CP001096	ACF01394.1	192285013	4C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal14	Rhodopseudomonas palustris	NC_011004	YP_001991869.1	192291264	4C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal15	Rhodopseudomonas palustris	BX572601	CAE28056.1	39649534	4C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal16	Rhodopseudomonas palustris	NC_005296	NP_947957.1	39935681	4C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal17	Rhodopseudomonas palustris	CP000463	ABJ07810.1	115519826	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal18	Rhodopseudomonas palustris	CP000463	ABJ08453.1	115520469	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal19	Rhodopseudomonas palustris	NC_008435	YP_782790.1	115525879	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal20	Rhodopseudomonas palustris	NC_008435	YP_783433.1	115526522	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal21	Rhodopseudomonas palustris	CP001096	ACF00152.1	192283771	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal22	Rhodopseudomonas palustris	CP001096	ACF03590.1	192287209	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal23	Rhodopseudomonas palustris	NC_011004	YP_001990627.1	192290022	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal24	Rhodopseudomonas palustris	NC_011004	YP_001994065.1	192293460	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal25	Rhodopseudomonas palustris	ADFI01000010	EFC24679.1	283577249	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal26	Rhodopseudomonas palustris	ADFI01000006	EFC25536.1	283578110	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal27	Rhodopseudomonas palustris	NZ_ADFI01000006	ZP_06358438.1	283840893	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal28	Rhodopseudomonas palustris	NZ_ADFI01000010	ZP_06359160.1	283841619	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal29	Rhodopseudomonas palustris	BX572597	CAE26819.1	39648299	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal30	Rhodopseudomonas palustris	BX572597	CAE26881.1	39648361	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal31	Rhodopseudomonas palustris	BX572607	CAE30060.1	39651537	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal32	Rhodopseudomonas palustris	NC_005296	NP_946726.1	39934450	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal33	Rhodopseudomonas palustris	NC_005296	NP_946788.1	39934512	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal34	Rhodopseudomonas palustris	NC_005296	NP_949954.1	39937678	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal35	Rhodopseudomonas palustris	CP000250	ABD05679.1	86571122	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal36	Rhodopseudomonas palustris	NC_007778	YP_484590.1	86748094	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal37	Rhodopseudomonas palustris	CP000301	ABD89986.1	90107949	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal38	Rhodopseudomonas palustris	CP000301	ABD90206.1	90108169	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal39	Rhodopseudomonas palustris	NC_007925	YP_534305.1	90425935	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal40	Rhodopseudomonas palustris	NC_007925	YP_534525.1	90426155	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal41	Rhodopseudomonas palustris	CP000283	ABE38311.1	91682009	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhdPal42	Rhodopseudomonas palustris	NC_007958	YP_568212.1	91975553	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas
RhsCente	Rhodospirillum centenum	CP000613	ACJ01032.1	209960395	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum
RhsCent2	Rhodospirillum centenum	NC_011420	YP_002299844.1	209966929	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum
RhsRubru	Rhodospirillum rubrum	CP000230	ABC21599.1	83575048	4B	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum
RhsRubr2	Rhodospirillum rubrum	NC_007643	YP_425886.1	83592134	4B	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum
RhsRubr4	Rhodospirillum rubrum	CP000230	ABC21811.1	83575260	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum
RhsRubr5	Rhodospirillum rubrum	CP000230	ABC22196.1	83575645	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum
RhsRubr6	Rhodospirillum rubrum	NC_007643	YP_426098.1	83592346	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum
