AUID,ARB2017.id,ARB2017.pctId,ARB2017.alen,ARB2017.evalue,Genomes879.id,Genomes879.pctId,Genomes879.alen,Genomes879.evalue,Genomes879.tax,MarineDiazo.subject,MarineDiazo.pid,MarineDiazo.alen,MarineDiazo.evalue,MarineDiazo.description,cluster,subcluster,AUID_updt,AUID_OLD,Genoes879.pid_flag,MarineDiazo.ID,consensus_id
AUID.10195,AII78933.1|uncultured_bacterium,88.889,324.0,3.19e-111,Sideroxydans lithotrophicus,95.413,109.0,2.84e-74,Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Sideroxydans,,,,,,1,1P,AUID.10195,AUID.11927,,,unknown1P
AUID.10196,ADD26566.1|uncultured_bacterium,99.695,328.0,8.14e-172,Pelobacter carbinolicus,95.413,109.0,2.8e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10196,AUID.11989,,,unknown1A
AUID.10197,AAO67696.1|uncultured_bacterium,99.083,327.0,6.34e-168,Pelobacter carbinolicus,96.33,109.0,8.08e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10197,AUID.12031,,,unknown1A
AUID.10198,AKS11184.1|uncultured_microorganism,99.39,328.0,3.79e-170,Pelobacter carbinolicus,92.661,109.0,1.58e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10198,AUID.12041,,,unknown1A
AUID.10199,AKS11334.1|uncultured_microorganism,99.085,328.0,1.7599999999999998e-168,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10199,AUID.12063,,,unknown1A
AUID.10200,AAO67658.1|uncultured_bacterium,99.694,327.0,2.93e-171,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10200,AUID.10396,,,unknown1A
AUID.10201,ALJ51998.1|uncultured_bacterium,87.616,323.0,1.93e-103,Desulfovibrio aespoeensis,95.413,109.0,2.32e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.10201,AUID.12292,,,unknown3
AUID.10202,AIL28644.1|uncultured_bacterium,95.639,321.0,3.03e-146,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10202,AUID.28796,,,unknown1A
AUID.10204,AFD03655.1|uncultured_bacterium,99.083,327.0,6.34e-168,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10204,AUID.10403,,,unknown1A
AUID.10205,BAQ19871.1|uncultured_marine,89.231,325.0,6.85e-113,Teredinibacter turnerae,93.578,109.0,1.53e-64,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadalesgeneraincertaesedis;Teredinibacter,,,,,,1,1G,AUID.10205,AUID.10409,,,unknown1G
AUID.10206,AKU75697.1|uncultured_marine,82.675,329.0,2.59e-77,Desulfovibrio aespoeensis,95.413,109.0,2.32e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.10206,AUID.12518,,,unknown3
AUID.10207,AKS11486.1|uncultured_microorganism,99.695,328.0,8.14e-172,Desulfuromonas acetoxidans,98.165,109.0,5.6e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,,,,,,1,1A,AUID.10207,AUID.12622,1.0,,Desulfuromonas acetoxidans
AUID.10208,AKP56015.1|uncultured_nitrogen-fixing,90.854,328.0,1.88e-123,Desulfovibrio vulgaris,87.156,109.0,2e-56,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3N,AUID.10208,AUID.12625,,,unknown3
AUID.10209,AEI72361.1|uncultured_bacterium,90.712,323.0,1.13e-120,Desulfuromonas acetoxidans,94.495,109.0,4.42e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,,,,,,1,1A,AUID.10209,AUID.12731,,,unknown1A
AUID.10210,AFD03746.1|uncultured_bacterium,99.388,327.0,1.36e-169,Pelobacter carbinolicus,96.33,109.0,8.08e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10210,AUID.12809,,,unknown1A
AUID.10211,AKV16081.1|uncultured_nitrogen-fixing,98.98,294.0,1.25e-149,Pseudomonas stutzeri,93.878,98.0,1.16e-64,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.10211,AUID.12857,,,unknown1G
AUID.10212,ADO24998.1|uncultured_bacterium,96.024,327.0,3.01e-151,Desulfurivibrio alkaliphilus,96.33,109.0,2.4e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio,,,,,,3,3E,AUID.10212,AUID.13005,,,unknown3
AUID.10213,AAL83731.1|uncultured_nitrogen-fixing,94.19,327.0,3.05e-141,Desulfovibrio aespoeensis,89.908,109.0,5.07e-69,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3I,AUID.10213,AUID.10509,,,unknown3
AUID.10214,AKU75774.1|uncultured_marine,98.471,327.0,1.37e-164,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10214,AUID.13275,,,unknown1A
AUID.10215,AAY85430.1|uncultured_bacterium,86.322,329.0,1.94e-98,Desulfovibrio magneticus,87.156,109.0,2.1300000000000002e-66,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3P,AUID.10215,AUID.13331,,,unknown3
AUID.10216,AAO67638.1|uncultured_bacterium,99.083,327.0,6.34e-168,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10216,AUID.10199,,,unknown1A
AUID.10217,ALJ51808.1|uncultured_bacterium,100.0,327.0,6.29e-173,Desulfovibrio aespoeensis,95.413,109.0,2.32e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.10217,AUID.13384,,,unknown3
AUID.10218,ADD49191.1|uncultured_bacterium,93.293,328.0,8.55e-137,Pelobacter carbinolicus,94.495,109.0,6.85e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10218,AUID.13391,,,unknown1A
AUID.10219,CCO76654.1|uncultured_bacterium,90.312,320.0,2.4400000000000003e-117,Geobacter lovleyi,100.0,108.0,2.31e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,,,,,,1,1A,AUID.10219,AUID.13589,1.0,,Geobacter lovleyi
AUID.10220,ADO25023.1|uncultured_bacterium,83.129,326.0,1.2e-80,Desulfovibrio vulgaris,88.073,109.0,3.72e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3I,AUID.10220,AUID.10549,,,unknown3
AUID.10221,AMM02630.1|uncultured_prokaryote,95.427,328.0,1.81e-148,Pelobacter carbinolicus,92.661,109.0,1.58e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10221,AUID.13640,,,unknown1A
AUID.10222,AKS11063.1|uncultured_microorganism,99.695,328.0,8.14e-172,Pelobacter carbinolicus,93.578,109.0,4.72e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10222,AUID.13723,,,unknown1A
AUID.10223,ALJ51755.1|uncultured_bacterium,100.0,295.0,3.45e-155,Pelobacter carbinolicus,94.898,98.0,2.7e-64,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,Chuk_Shio_otu1,100.0,295.0,1.66e-157,Chuk-Shio-otu1,1,1A,AUID.10223,AUID.10572,,Chuk-Shio-otu1;Chuk_Shio_otu1,Chuk-Shio-otu1;Chuk_Shio_otu1
AUID.10224,AFD03655.1|uncultured_bacterium,98.777,327.0,2.95e-166,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10224,AUID.13862,,,unknown1A
AUID.10225,AKP55968.1|uncultured_nitrogen-fixing,90.549,328.0,8.73e-122,Chloroherpeton thalassium,89.908,109.0,1.4e-69,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,,,,,,3,3N,AUID.10225,AUID.14225,,,unknown3
AUID.10226,AHN50744.1|uncultured_bacterium,93.598,328.0,1.8399999999999998e-138,Pseudomonas stutzeri,97.248,109.0,5.29e-76,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.10226,AUID.14336,1.0,,Pseudomonas stutzeri
AUID.10227,AKS11183.1|uncultured_microorganism,99.695,328.0,8.14e-172,Verrucomicrobiae bacterium,86.239,109.0,5.57e-66,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,,,,,,3,3G,AUID.10227,AUID.10656,,,unknown3
AUID.10228,AII78933.1|uncultured_bacterium,86.111,324.0,3.25e-96,Sideroxydans lithotrophicus,95.413,109.0,2.84e-74,Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Sideroxydans,,,,,,1,1P,AUID.10228,AUID.14625,,,unknown1P
AUID.10229,AAL83731.1|uncultured_nitrogen-fixing,98.471,327.0,1.37e-164,Desulfovibrio aespoeensis,90.826,109.0,3.74e-69,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3I,AUID.10229,AUID.14860,,,unknown3
AUID.1023,AIL28644.1|uncultured_bacterium,89.939,328.0,1.8900000000000001e-118,Pelobacter carbinolicus,93.578,109.0,4.72e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.1023,AUID.1016,,,unknown1A
AUID.10230,AMM02579.1|uncultured_prokaryote,96.33,327.0,6.47e-153,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10230,AUID.14879,,,unknown1A
AUID.10231,AKV16081.1|uncultured_nitrogen-fixing,98.171,328.0,1.7700000000000003e-163,Pseudomonas stutzeri,94.495,109.0,8.15e-74,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.10231,AUID.10698,,,unknown1G
AUID.10232,AKU75774.1|uncultured_marine,99.388,327.0,1.36e-169,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10232,AUID.15222,,,unknown1A
AUID.10233,BAQ19807.1|uncultured_marine,99.388,327.0,1.36e-169,Pelobacter carbinolicus,93.578,109.0,2.98e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10233,AUID.10737,,,unknown1A
AUID.10234,AKU75774.1|uncultured_marine,98.777,327.0,2.95e-166,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10234,AUID.15391,,,unknown1A
AUID.10235,AAY85394.1|uncultured_bacterium,99.695,328.0,8.14e-172,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10235,AUID.10223,,,unknown1A
AUID.10236,AFD03745.1|uncultured_bacterium,91.463,328.0,3.12e-126,Pelobacter carbinolicus,95.413,109.0,2.25e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10236,AUID.10225,,,unknown1A
AUID.10237,AAO67579.1|uncultured_bacterium,94.375,320.0,5.11e-139,Geobacter uraniireducens,98.165,109.0,7.25e-77,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,,,,,,1,1A,AUID.10237,AUID.15849,1.0,,Geobacter uraniireducens
AUID.10238,AAZ06765.1|uncultured_nitrogen-fixing,99.085,328.0,1.7599999999999998e-168,Pelobacter carbinolicus,95.413,109.0,2.8e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10238,AUID.15890,,,unknown1A
AUID.10239,AFD03745.1|uncultured_bacterium,91.768,328.0,6.7e-128,Pelobacter carbinolicus,95.413,109.0,2.25e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10239,AUID.10834,,,unknown1A
AUID.1024,ALJ51725.1|uncultured_bacterium,98.476,328.0,3.81e-165,Pelobacter carbinolicus,93.578,109.0,4.72e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.1024,AUID.1017,,,unknown1A
AUID.10240,AAZ06674.1|uncultured_nitrogen-fixing,99.39,328.0,3.79e-170,Pelobacter carbinolicus,96.33,109.0,8.08e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10240,AUID.10846,,,unknown1A
AUID.10241,ALJ51767.1|uncultured_bacterium,99.39,328.0,3.79e-170,Pelobacter carbinolicus,92.661,109.0,1.58e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10241,AUID.10857,,,unknown1A
AUID.10242,AKU75791.1|uncultured_marine,99.388,327.0,1.36e-169,Pelobacter carbinolicus,95.413,109.0,2.8e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10242,AUID.16385,,,unknown1A
AUID.10243,AKV16081.1|uncultured_nitrogen-fixing,98.476,328.0,3.81e-165,Pseudomonas stutzeri,93.578,109.0,3.25e-73,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.10243,AUID.10878,,,unknown1G
AUID.10244,AFD03747.1|uncultured_bacterium,95.107,327.0,3.03e-146,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10244,AUID.16642,,,unknown1A
AUID.10245,ABM66618.1|uncultured_microorganism,89.375,320.0,2.46e-112,Verrucomicrobiae bacterium,92.661,109.0,8.320000000000001e-70,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,,,,,,3,3E,AUID.10245,AUID.16646,,,unknown3
AUID.10246,AIE38854.1|uncultured_bacterium,97.256,328.0,1.79e-158,Azoarcus sp.,98.165,109.0,1.54e-76,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azoarcus,,,,,,1,1P,AUID.10246,AUID.16910,1.0,,Azoarcus sp.
AUID.10247,ANF06906.1|uncultured_bacterium,96.33,327.0,6.47e-153,Desulfurivibrio alkaliphilus,94.495,109.0,1.22e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio,,,,,,3,3E,AUID.10247,AUID.17302,,,unknown3
AUID.10248,AHA49976.1|uncultured_bacterium,99.694,327.0,2.93e-171,Pelobacter carbinolicus,93.578,109.0,2.98e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10248,AUID.10985,,,unknown1A
AUID.10249,AKS11403.1|uncultured_microorganism,88.991,327.0,6.85e-113,Pelobacter carbinolicus,95.413,109.0,2.8e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10249,AUID.17565,,,unknown1A
AUID.10250,ALJ51834.1|uncultured_bacterium,97.256,328.0,1.79e-158,Pelobacter carbinolicus,93.578,109.0,4.72e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10250,AUID.11006,,,unknown1A
AUID.10251,AKV16182.1|uncultured_nitrogen-fixing,97.256,328.0,1.79e-158,Desulfovibrio aespoeensis,95.413,109.0,2.08e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.10251,AUID.18011,,,unknown3
AUID.10252,AFD03759.1|uncultured_bacterium,99.694,327.0,2.93e-171,Pelobacter carbinolicus,92.661,109.0,1.58e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,Chuk_Shio_otu4,98.171,328.0,8.54e-166,Chuk-Shio-otu1,1,1A,AUID.10252,AUID.11074,,Chuk-Shio-otu1;Chuk_Shio_otu4,Chuk-Shio-otu1;Chuk_Shio_otu4
AUID.10253,ALJ52008.1|uncultured_bacterium,96.037,328.0,8.37e-152,Desulfonatronospira thiodismutans,87.156,109.0,4.53e-55,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronospira,,,,,,3,3N,AUID.10253,AUID.18275,,,unknown3
AUID.10254,AIL28657.1|uncultured_bacterium,100.0,328.0,1.75e-173,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.10254,AUID.10166,,,unknown1A
AUID.102541,AFD03610.1|uncultured_bacterium,81.231,325.0,5.59e-69,Azospirillum sp.,95.37,108.0,8.99e-58,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum,,,,,,1,1J,AUID.102541,AUID.98167,,,unknown1J
AUID.10255,AKS11247.1|uncultured_microorganism,100.0,328.0,1.75e-173,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,CB914H4,99.694,327.0,1.41e-173,NB3-Pelobacter|CB914H4,1,1A,AUID.10255,AUID.10174,,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4
AUID.10256,ADO25012.1|uncultured_bacterium,92.049,327.0,1.44e-129,Verrucomicrobiae bacterium,87.156,109.0,1.0899999999999999e-67,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,,,,,,3,3,AUID.10256,AUID.10261,,,unknown3
AUID.10257,AHN51515.1|uncultured_bacterium,91.589,321.0,1.45e-124,Geobacter uraniireducens,96.33,109.0,1.42e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,,,,,,1,1A,AUID.10257,AUID.11084,,,unknown1A
AUID.10258,AKS11350.1|uncultured_microorganism,86.28,328.0,1.94e-98,Desulfovibrio aespoeensis,96.33,109.0,1.62e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.10258,AUID.18267,,,unknown3
AUID.10259,AEB97009.1|uncultured_bacterium,95.298,319.0,1.81e-143,Burkholderia unamae,100.0,108.0,2.19e-76,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,,,,,,1,1K,AUID.10259,AUID.18268,1.0,,Burkholderia unamae
AUID.10263,ANF06940.1|uncultured_bacterium,76.656,317.0,2.72e-42,Desulfovibrio magneticus,90.826,109.0,5.29e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3L,AUID.10263,AUID.18358,,,unknown3
AUID.10266,OAS40203.1|Opitutaceae_bacterium,83.386,319.0,1.5500000000000003e-79,Verrucomicrobiae bacterium,90.826,109.0,2.72e-66,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,,,,,,3,3K,AUID.10266,AUID.18361,,,unknown3
AUID.10267,AAX18885.1|uncultured_nitrogen-fixing,76.375,309.0,4.55e-40,Prosthecochloris aestuarii,88.073,109.0,3.9499999999999995e-68,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Prosthecochloris,,,,,,3,3N,AUID.10267,AUID.18362,,,unknown3
AUID.10268,AKU75697.1|uncultured_marine,99.694,327.0,2.93e-171,Desulfovibrio aespoeensis,94.495,109.0,2.9100000000000005e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.10268,AUID.11086,,,unknown3
AUID.10269,AKS11261.1|uncultured_microorganism,99.67,303.0,5.9e-158,Desulfatibacillum alkenivorans,88.119,101.0,1e-59,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3N,AUID.10269,AUID.18363,,,unknown3
AUID.10270,BAN57386.1|uncultured_bacterium,99.661,295.0,1.6e-153,Tolumonas auensis,100.0,98.0,9.65e-68,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas,,,,,,1,1G,AUID.10270,AUID.18364,1.0,,Tolumonas auensis
AUID.10272,AAP74679.1|uncultured_bacterium,82.012,328.0,5.600000000000001e-74,Opitutaceae bacterium,87.156,109.0,2.1199999999999998e-67,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;__g,,,,,,3,3M,AUID.10272,AUID.18366,,,unknown3
AUID.10273,AIL28648.1|uncultured_bacterium,98.476,328.0,3.81e-165,Halorhodospira halophila,89.908,109.0,3.9900000000000005e-70,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Halorhodospira,,,,,,1,1O,AUID.10273,AUID.18367,,,unknown1O
AUID.10275,AAL07992.1|uncultured_bacterium,81.107,307.0,4.39e-65,Candidatus Azobacteroides,81.651,109.0,2.03e-64,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;CandidatusAzobacteroides;__g,,,,,,4,4G,AUID.10275,AUID.11087,,,unknown4
AUID.10277,ADO25061.1|uncultured_bacterium,89.908,327.0,6.800000000000001e-118,Desulfurivibrio alkaliphilus,95.413,109.0,2.45e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio,,,,,,3,3E,AUID.10277,AUID.18370,,,unknown3
AUID.102791,AKS11352.1|uncultured_microorganism,93.272,327.0,3.0799999999999998e-136,Desulfovibrio aespoeensis,95.413,109.0,7.3e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.102791,AUID.99374,,,unknown3
AUID.1028,AKS11352.1|uncultured_microorganism,93.272,327.0,3.0799999999999998e-136,Desulfovibrio aespoeensis,95.413,109.0,7.3e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.1028,AUID.1021,,,unknown3
AUID.10284,AKS11095.1|uncultured_microorganism,96.942,327.0,2.99e-156,Desulfovibrio aespoeensis,95.413,109.0,1.8500000000000002e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.10284,AUID.11088,,,unknown3
AUID.10285,AQR65890.1|Aquaspirillum_sp.,91.277,321.0,6.75e-123,Azoarcus sp.,99.083,109.0,1.05e-76,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azoarcus,,,,,,1,1P,AUID.10285,AUID.18377,1.0,,Azoarcus sp.
AUID.10288,ABD72748.1|uncultured_cyanobacterium,99.691,324.0,1.35e-169,Burkholderia xenovorans,97.222,108.0,4.21e-75,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,,,,,,1,1K,AUID.10288,AUID.18380,1.0,,Burkholderia xenovorans
AUID.10292,AIL28604.1|uncultured_bacterium,95.107,327.0,3.03e-146,Desulfovibrio aespoeensis,95.413,109.0,7.29e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.10292,AUID.11089,,,unknown3
AUID.10299,AKS11130.1|uncultured_microorganism,79.456,331.0,4.4199999999999996e-60,Desulfonatronospira thiodismutans,87.156,109.0,1.34e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronospira,,,,,,3,3R,AUID.10299,AUID.18390,,,unknown3
AUID.10306,AKP55946.1|uncultured_nitrogen-fixing,86.164,318.0,1.51e-94,Desulfatibacillum alkenivorans,88.073,109.0,3.7699999999999996e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3I,AUID.10306,AUID.11090,,,unknown3
AUID.10310,AKP55779.1|uncultured_nitrogen-fixing,97.866,328.0,8.25e-162,Candidatus Azobacteroides,86.239,109.0,1.0400000000000001e-66,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;CandidatusAzobacteroides;__g,,,,,,4,4G,AUID.10310,AUID.18400,,,unknown4
AUID.103117,AHY23134.1|uncultured_marine,99.322,295.0,7.46e-152,Pseudomonas stutzeri,95.918,98.0,3.2e-66,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.103117,AUID.99401,,,unknown1G
