AUID_updt,cluster,subcluster
AUID.34194,3,3E
AUID.34203,3,3H
AUID.3423,1,1G
AUID.34234,1,1C
AUID.34235,1,1G
AUID.34246,1,1A
AUID.3427,1,1B
AUID.3429,1,1G
AUID.34299,3,3T
AUID.34317,3,3N
AUID.34326,4,4G
AUID.3433,1,1G
AUID.34341,3,3N
AUID.34359,3,3N
AUID.3437,3,3N
AUID.34370,3,3N
AUID.34381,1,1A
AUID.34390,1,1O
AUID.34398,3,3N
AUID.344,1,1A
AUID.34419,3,3I
AUID.34430,3,3E
AUID.34448,1,1O
AUID.3445,1,1G
AUID.34477,3,3H
AUID.34485,3,3H
AUID.34494,3,3P
AUID.3451,3,3Q
AUID.34513,1,1A
AUID.34514,3,3J
AUID.34572,3,3Q
AUID.3459,1,1B
AUID.34600,1,1K
AUID.34606,1,1A
AUID.34615,1,1P
AUID.34623,3,3E
AUID.34635,3,3E
AUID.34644,3,3G
AUID.34672,4,4G
AUID.34682,3,3L
AUID.34692,3,3N
AUID.34693,1,1O
AUID.34722,1,1A
AUID.34741,3,3E
AUID.3477,3,3H
AUID.34790,1,1A
AUID.3480,1,1B
AUID.34801,1,1A
AUID.3482,1,1J
AUID.34839,3,3E
AUID.34849,3,3E
AUID.34883,1,1A
AUID.34904,3,3E
AUID.34915,1,1G
AUID.34924,3,3E
AUID.34957,3,3T
AUID.3496,3,3E
AUID.34967,3,3H
AUID.34984,1,1G
AUID.34994,1,1A
AUID.35001,3,3N
AUID.35012,1,1A
AUID.3503,3,3E
AUID.35059,3,3J
AUID.3506,3,3L
AUID.35069,3,3G
AUID.35074,1,1A
AUID.35081,3,3E
AUID.35082,1,1J
AUID.35085,3,3E
AUID.35091,3,3E
AUID.3511,3,3E
AUID.35122,3,3N
AUID.35128,1,1O
AUID.35132,1,1G
AUID.35168,3,3T
AUID.35174,3,3N
AUID.35180,3,3I
AUID.35189,3,3E
AUID.3520,3,3E
AUID.35210,3,3B
AUID.35220,1,1A
AUID.35249,1,1J
AUID.35254,1,1G
AUID.35259,3,3N
AUID.3526,1,1G
AUID.35260,1,1A
AUID.35261,3,3T
AUID.35264,3,3E
AUID.3527,4,4G
AUID.35283,1,1G
AUID.35310,1,1P
AUID.35342,3,3E
AUID.35347,3,3I
AUID.35348,1,1G
AUID.35363,3,3N
AUID.35370,1,1P
AUID.3538,3,3E
AUID.35382,3,3H
AUID.35392,1,1A
AUID.35395,1,1A
AUID.35396,3,3L
AUID.35398,1,1P
AUID.35409,1,1A
AUID.35414,3,3E
AUID.35421,3,3N
AUID.35427,3,3P
AUID.35434,3,3G
AUID.35442,1,1K
AUID.35446,1,1A
AUID.35451,1,1G
AUID.35453,3,3E
AUID.35454,1,1A
AUID.35455,3,3N
AUID.35456,3,3N
AUID.35459,3,3E
AUID.35473,1,1A
AUID.35479,1,1A
AUID.3548,1,1O
AUID.35480,3,3H
AUID.35481,1,1G
AUID.35486,1,1A
AUID.355,1,1B
AUID.35502,3,3G
AUID.35517,3,3N
AUID.35518,3,3E
AUID.35521,2,2C
AUID.35531,3,3H
AUID.35556,3,3N
AUID.35563,3,3G
AUID.35567,1,1C
AUID.35582,3,3Q
AUID.35587,1,1G
AUID.35589,3,3E
AUID.35591,1,1A
AUID.35592,3,3J
AUID.35593,3,3Q
AUID.35594,1,1K
AUID.35596,1,1A
AUID.35597,3,3K
AUID.35599,3,3J
AUID.3560,3,3H
AUID.35602,1,1J
AUID.35603,3,3E
AUID.35604,3,3E
AUID.35605,1,1C
AUID.35606,3,3Q
AUID.3561,3,3E
AUID.35610,1,1P
AUID.35620,1,1A
AUID.35625,3,3T
AUID.35637,3,3E
AUID.35638,1,1C
AUID.35642,3,3G
AUID.35646,1,1A
AUID.35651,3,3Q
AUID.35654,3,3H
AUID.35665,1,1A
AUID.35669,3,3J
AUID.35675,1,1A
AUID.3568,3,3E
AUID.35681,1,1A
AUID.35686,3,3E
AUID.35698,1,1A
AUID.35704,3,3B
AUID.35711,1,1A
AUID.35712,1,1A
AUID.35714,1,1G
AUID.35715,1,1A
AUID.35716,3,3N
AUID.35718,3,3N
AUID.35719,1,1A
AUID.3572,1,1G
AUID.35720,3,3I
AUID.35721,3,3P
AUID.35725,1,1A
AUID.35731,1,1J
AUID.35733,1,1O
AUID.35734,3,3T
AUID.35735,3,3Q
AUID.35736,3,3T
AUID.35738,3,3N
AUID.35739,1,1A
AUID.35741,3,3N
AUID.35742,3,3J
AUID.35743,3,3E
AUID.35744,1,1G
AUID.35746,3,3B
AUID.35747,3,3N
AUID.35748,1,1A
AUID.35749,3,3B
AUID.35750,3,3E
AUID.35751,3,3E
AUID.35752,3,3J
AUID.35757,1,1A
AUID.35758,1,1P
AUID.35759,1,1P
AUID.35763,1,1G
AUID.35775,1,1G
AUID.35777,1,1A
AUID.3578,1,1B
AUID.3579,3,3J
AUID.35793,1,1A
AUID.35800,1,1G
AUID.35801,1,1P
AUID.35810,1,1K
AUID.35813,1,1A
AUID.35824,3,3L
AUID.35835,1,1G
AUID.35877,1,1
AUID.35890,3,3G
AUID.35892,3,3J
AUID.35894,1,1A
AUID.35895,3,3Q
AUID.35897,1,1A
AUID.35898,1,1A
AUID.35905,3,3N
AUID.35927,1,1A
AUID.35937,3,3N
AUID.35957,3,3P
AUID.35961,3,3H
AUID.35974,1,1A
AUID.35991,3,3L
AUID.35999,1,1A
AUID.36,1,1B
AUID.360,1,1B
AUID.36006,1,1A
AUID.3602,1,1B
AUID.36029,3,3E
AUID.36038,3,3H
AUID.36047,1,1A
AUID.36055,3,3E
AUID.36061,1,1A
AUID.3607,1,1B
AUID.36074,1,1G
AUID.36075,3,3E
AUID.36076,3,3P
AUID.36092,1,1A
AUID.3611,1,1G
AUID.3614,3,3H
AUID.36147,4,4G
AUID.3615,1,1B
AUID.36156,3,3E
AUID.36163,3,3E
AUID.36164,3,3L
AUID.36165,1,1A
AUID.36173,3,3L
AUID.36221,1,1A
AUID.3624,3,3N
AUID.36247,1,1A
AUID.36248,1,1A
AUID.3625,1,1G
AUID.36256,1,1A
AUID.36272,3,3E
AUID.36280,3,3G
AUID.36286,1,1A
AUID.36295,1,1K
AUID.36304,1,1K
AUID.3632,3,3M
AUID.36322,3,3J
AUID.36328,1,1A
AUID.36335,1,1A
AUID.36357,1,1A
AUID.3638,4,4F
AUID.36388,1,1K
AUID.36399,3,3Q
AUID.364,1,1G
AUID.36421,1,1A
AUID.36430,1,1A
AUID.36454,3,3I
AUID.3646,1,1G
AUID.36460,1,1A
AUID.36463,1,1K
AUID.36469,1,1P
AUID.36486,1,1A
AUID.36498,3,3N
AUID.36499,NA,NA
AUID.365,3,3H
AUID.36502,1,1P
AUID.36522,1,1P
AUID.36545,1,1A
AUID.36563,3,3N
AUID.36573,3,3H
AUID.36574,1,1A
AUID.36584,3,3A
AUID.36593,1,1K
AUID.36619,1,1A
AUID.36629,3,3L
AUID.36649,3,3P
AUID.36665,3,3E
AUID.36666,1,1A
AUID.36698,3,3I
AUID.36716,1,1A
AUID.36722,1,1A
AUID.36729,3,3J
AUID.3673,1,1B
AUID.36746,1,1A
AUID.36764,3,3J
AUID.36773,1,1K
AUID.36781,3,3N
AUID.3679,3,3B
AUID.36803,1,1A
AUID.36828,3,3Q
AUID.36829,3,3E
AUID.3685,3,3E
AUID.3690,3,3M
AUID.36900,1,1A
AUID.36907,3,3B
AUID.36915,1,1P
AUID.36926,3,3I
AUID.36945,1,1P
AUID.37,1,1K
AUID.37005,1,1A
AUID.37006,3,3N
AUID.37014,3,3H
AUID.37022,3,3E
AUID.37030,3,3R
AUID.37056,3,3E
AUID.37065,3,3E
AUID.3708,3,3E
AUID.37095,1,1P
AUID.37106,1,1P
AUID.3712,1,1B
AUID.3713,1,1B
AUID.37138,3,3L
AUID.37173,1,1A
AUID.37174,1,1O
AUID.3718,1,1G
AUID.37182,1,1G
AUID.37222,3,3H
AUID.3723,1,1G
AUID.37257,3,3E
AUID.37266,1,1A
AUID.37276,3,3H
AUID.37303,3,3P
AUID.37311,3,3J
AUID.3734,3,3E
AUID.37342,3,3I
AUID.37377,3,3N
AUID.37398,3,3G
AUID.37429,3,3E
AUID.37440,3,3I
AUID.37449,3,3K
AUID.37459,1,1A
AUID.37496,1,1J
AUID.375,1,1G
AUID.37517,3,3B
AUID.3753,1,1G
AUID.37534,3,3T
AUID.37550,1,1G
AUID.37552,3,3Q
AUID.37564,1,1A
AUID.37565,3,3A
AUID.37567,1,1K
AUID.3757,1,1J
AUID.37597,3,3H
AUID.37600,3,3Q
AUID.37612,3,3E
AUID.37613,1,1A
AUID.37640,1,1A
AUID.37656,1,1O
AUID.3766,1,1B
AUID.37662,1,1A
AUID.37681,1,1A
AUID.37698,1,1A
AUID.37712,3,3H
AUID.37716,3,3E
AUID.37726,3,3E
AUID.37733,3,3I
AUID.37748,3,3H
AUID.37784,3,3N
AUID.37788,1,1A
AUID.37792,1,1P
AUID.37797,1,1P
AUID.37798,1,1O
AUID.37805,1,1A
AUID.37812,3,3L
AUID.3784,2,2C
AUID.37842,3,3E
AUID.37849,3,3N
AUID.37850,1,1
AUID.37858,1,1G
AUID.37859,2,2D
AUID.37875,3,3N
AUID.3789,3,3B
AUID.3790,1,1J
AUID.37904,1,1C
AUID.37910,3,3Q
AUID.37911,1,1G
AUID.37919,1,1A
AUID.37920,3,3E
AUID.37922,3,3P
AUID.37923,3,3E
AUID.37934,2,2C
AUID.37958,3,3P
AUID.37959,1,1O
AUID.37962,3,3N
AUID.37967,1,1A
AUID.37971,1,1A
AUID.37973,3,3E
AUID.3798,3,3E
AUID.37985,3,3B
AUID.37987,1,1A
AUID.37988,3,3E
AUID.38011,3,3T
AUID.38012,3,3E
AUID.38017,1,1A
AUID.38020,1,1P
AUID.38022,3,3P
AUID.38024,1,1A
AUID.38027,1,1A
AUID.38028,1,1A
AUID.38032,3,3N
AUID.38033,1,1A
AUID.38034,1,1G
AUID.38036,3,3E
AUID.38037,1,1K
AUID.38038,1,1A
AUID.3804,3,3E
AUID.38041,1,1G
AUID.38042,3,3H
AUID.38056,3,3E
AUID.38058,1,1A
AUID.38065,3,3P
AUID.38070,3,3L
AUID.38072,3,3G
AUID.38083,3,3E
AUID.38091,3,3E
AUID.38097,1,1G
AUID.38100,3,3N
AUID.38105,1,1K
AUID.3811,1,1G
AUID.38119,3,3E
AUID.38123,3,3P
AUID.38125,1,1K
AUID.38127,1,1A
AUID.38152,3,3N
AUID.38165,3,3P
AUID.38166,1,1K
AUID.38178,1,1A
AUID.38187,3,3E
AUID.3819,3,3E
AUID.38199,4,4G
AUID.38202,3,3B
AUID.38205,1,1A
AUID.38209,4,4G
AUID.38210,3,3L
AUID.38213,1,1P
AUID.38218,1,1A
AUID.38219,3,3H
AUID.38226,1,1A
AUID.38227,1,1A
AUID.38228,3,3E
AUID.38229,3,3Q
AUID.38230,3,3E
AUID.38231,1,1P
AUID.38234,3,3J
AUID.38237,1,1A
AUID.38244,1,1A
AUID.38246,1,1A
AUID.38255,1,1
AUID.38256,1,1G
AUID.38265,1,1P
AUID.38279,1,1A
AUID.38280,3,3P
AUID.38281,1,1A
AUID.38283,1,1A
AUID.38285,1,1A
AUID.38286,1,1A
AUID.38287,1,1A
AUID.38289,3,3J
AUID.38293,3,3P
AUID.3830,1,1G
AUID.38329,3,3P
AUID.38332,1,1O
AUID.38341,1,1A
AUID.38342,1,1A
AUID.38344,1,1C
AUID.38350,3,3E
AUID.38366,3,3N
AUID.38367,1,1A
AUID.38378,3,3H
AUID.38385,3,3H
AUID.38388,3,3E
AUID.38392,1,1A
AUID.38397,1,1C
AUID.384,1,1A
AUID.3840,1,1G
AUID.38401,1,1G
AUID.38402,1,1P
AUID.38406,3,3I
AUID.38409,3,3E
AUID.38410,3,3Q
AUID.38411,3,3J
AUID.38416,1,1A
AUID.38417,3,3T
AUID.38418,3,3N
AUID.38420,3,3L
AUID.38421,1,1A
AUID.38422,1,1A
AUID.38424,1,1P
AUID.38425,3,3I
AUID.38426,1,1J
AUID.38439,3,3E
AUID.38442,1,1O
AUID.38445,1,1A
AUID.38447,1,1A
AUID.38448,3,3N
AUID.38450,3,3T
AUID.38451,3,3Q
AUID.38454,3,3N
AUID.38455,3,3R
AUID.38456,3,3E
AUID.38457,1,1A
AUID.38458,1,1A
AUID.38459,1,1A
AUID.38460,1,1A
AUID.38461,1,1P
AUID.38462,1,1K
AUID.38463,1,1A
AUID.38468,3,3E
AUID.38472,1,1A
AUID.38474,1,1A
AUID.38475,3,3L
AUID.38476,1,1A
AUID.38481,1,1A
AUID.38485,1,1A
AUID.38502,1,1A
AUID.38509,3,3N
AUID.38512,1,1G
AUID.38517,3,3H
AUID.38532,3,3H
AUID.38545,1,1A
AUID.38546,1,1A
AUID.38552,1,1O
AUID.38559,1,1K
AUID.38570,1,1A
AUID.38582,3,3H
AUID.38592,1,1G
AUID.38609,1,1A
AUID.38618,1,1G
AUID.38619,1,1K
AUID.38620,1,1K
AUID.38621,1,1A
AUID.38629,3,3P
AUID.38632,3,3N
AUID.38635,3,3Q
AUID.38650,3,3E
AUID.38653,3,3N
AUID.3866,1,1J
AUID.38662,3,3J
AUID.38667,3,3B
AUID.3867,3,3E
AUID.38677,1,1A
AUID.38704,3,3J
AUID.38708,1,1O
AUID.38712,1,1P
AUID.38717,1,1A
AUID.38718,1,1A
AUID.38721,1,1A
AUID.38730,1,1P
AUID.38745,3,3N
AUID.38754,1,1J
AUID.38767,3,3N
AUID.38771,1,1G
AUID.38780,3,3L
AUID.38789,3,3Q
AUID.38799,4,4G
AUID.38821,1,1G
AUID.3883,1,1B
AUID.38831,1,1A
AUID.38832,1,1A
AUID.38833,1,1P
AUID.38834,3,3E
AUID.38839,3,3H
AUID.38845,1,1G
AUID.38851,3,3J
AUID.38858,3,3Q
AUID.38868,3,3T
AUID.38874,3,3E
AUID.38882,3,3Q
AUID.38892,3,3E
AUID.38898,3,3G
AUID.38902,1,1A
AUID.38908,3,3I
AUID.38917,1,1A
AUID.38927,3,3B
AUID.38935,3,3Q
AUID.38951,3,3P
AUID.38963,3,3N
AUID.38982,1,1P
AUID.38989,3,3B
AUID.38996,3,3E
AUID.39,3,3E
AUID.39005,1,1P
AUID.39027,1,1A
AUID.39035,1,1P
AUID.39055,3,3L
AUID.39061,1,1P
AUID.39067,1,1A
AUID.39093,3,3E
AUID.39111,1,1G
AUID.39124,3,3J
AUID.39139,1,1J
AUID.3914,1,1K
AUID.39168,3,3E
AUID.39195,3,3Q
AUID.39204,1,1A
AUID.39208,1,1A
AUID.39211,1,1O
AUID.39218,1,1A
AUID.39227,3,3L
AUID.39228,1,1A
AUID.39230,1,1G
AUID.39231,3,3E
AUID.39235,1,1A
AUID.39236,3,3E
AUID.39240,3,3Q
AUID.39256,1,1P
AUID.39262,1,1G
AUID.39263,1,1K
AUID.39279,1,1A
AUID.393,1,1G
AUID.39322,1,1A
AUID.39331,3,3E
AUID.39339,3,3Q
AUID.39346,3,3P
AUID.39362,3,3N
AUID.39372,1,1A
AUID.39382,3,3H
AUID.39400,3,3I
AUID.39409,1,1G
AUID.39419,1,1G
AUID.39420,3,3E
AUID.39423,1,1G
AUID.39468,3,3E
AUID.39492,1,1G
AUID.39537,3,3E
AUID.39544,1,1C
AUID.39545,3,3I
AUID.39552,3,3L
AUID.39566,3,3N
AUID.39613,1,1A
AUID.39614,1,1P
AUID.39622,3,3E
AUID.39629,1,1K
AUID.39647,1,1A
AUID.39672,3,3E
AUID.39678,1,1A
AUID.39686,1,1A
AUID.39697,3,3G
AUID.39706,1,1G
AUID.39730,3,3P
AUID.39757,3,3N
AUID.3976,3,3L
AUID.39784,3,3
AUID.39785,3,3B
AUID.39793,1,1A
AUID.39839,3,3J
AUID.39870,1,1A
AUID.39874,1,1P
AUID.39878,1,1P
AUID.39901,3,3H
AUID.39912,1,1G
AUID.39934,1,1A
AUID.39951,3,3E
AUID.39983,3,3B
AUID.40,1,1G
AUID.40026,1,1G
AUID.40048,1,1A
AUID.40057,1,1P
AUID.40066,4,4G
AUID.40071,3,3N
AUID.40075,1,1P
AUID.40080,3,3Q
AUID.40092,3,3E
AUID.40109,3,3J
AUID.40124,3,3
AUID.40125,1,1A
AUID.40126,3,3H
AUID.40133,3,3T
AUID.4014,1,1G
AUID.40148,3,3K
AUID.40157,3,3N
AUID.40207,1,1G
AUID.40210,1,1A
AUID.40222,3,3E
AUID.40230,3,3N
AUID.40238,3,3T
AUID.40240,1,1A
AUID.40242,1,1A
AUID.40246,3,3E
AUID.40248,3,3E
AUID.40251,3,3E
AUID.40253,3,3E
AUID.40255,1,1C
AUID.40277,1,1A
AUID.40283,3,3E
AUID.40286,3,3N
AUID.40288,3,3G
AUID.40289,1,1A
AUID.40294,1,1P
AUID.40298,1,1A
AUID.403,1,1K
AUID.40305,3,3E
AUID.40306,3,3E
AUID.40308,1,1A
AUID.40311,1,1P
AUID.40315,3,3G
AUID.40316,3,3E
AUID.40317,3,3T
AUID.40318,1,1K
AUID.40320,1,1P
AUID.40321,1,1A
AUID.40322,3,3N
AUID.40325,1,1A
AUID.40332,3,3E
AUID.40335,3,3H
AUID.40336,1,1A
AUID.40342,3,3T
AUID.40343,1,1A
AUID.40345,1,1J
AUID.40348,1,1A
AUID.40349,3,3E
AUID.40350,1,1P
AUID.40351,3,3E
AUID.40353,1,1A
AUID.40356,1,1A
AUID.40360,1,1A
AUID.40362,3,3T
AUID.40364,1,1C
AUID.40368,3,3E
AUID.40374,1,1C
AUID.40379,3,3N
AUID.40382,3,3A
AUID.40383,1,1G
AUID.40384,3,3E
AUID.40385,1,1G
AUID.40387,1,1A
AUID.40390,1,1A
AUID.40393,1,1A
AUID.40394,1,1A
AUID.40399,1,1A
AUID.40400,1,1K
AUID.40401,3,3N
AUID.40405,3,3E
AUID.40407,3,3E
AUID.40408,3,3M
AUID.40410,3,3E
AUID.40412,3,3E
AUID.40419,1,1C
AUID.40424,1,1A
AUID.40435,3,3Q
AUID.40439,3,3P
AUID.40444,3,3N
AUID.40445,3,3L
AUID.40446,1,1A
AUID.40447,3,3E
AUID.40454,3,3N
AUID.40456,3,3J
AUID.40459,3,3E
AUID.40461,1,1K
AUID.40463,1,1G
AUID.40466,3,3H
AUID.40478,3,3H
AUID.40481,1,1A
AUID.40486,1,1G
AUID.40487,1,1A
AUID.40494,1,1A
AUID.40495,1,1A
AUID.40496,3,3P
AUID.40497,3,3E
AUID.40498,1,1P
AUID.40502,3,3K
AUID.40510,1,1A
AUID.40513,3,3E
AUID.40519,3,3P
AUID.40521,1,1K
AUID.40532,1,1A
AUID.40533,1,1G
AUID.40535,3,3G
AUID.40536,1,1G
AUID.40538,3,3P
AUID.40544,1,1P
AUID.40545,3,3H
AUID.40550,3,3E
AUID.40560,4,4G
AUID.40573,1,1A
AUID.40575,1,1A
AUID.40576,1,1P
AUID.40579,3,3E
AUID.40581,1,1G
AUID.40588,1,1G
AUID.40590,1,1A
AUID.40596,1,1G
AUID.40597,1,1A
AUID.40598,3,3E
AUID.40600,1,1A
AUID.40607,3,3E
AUID.40611,3,3E
AUID.40613,3,3T
AUID.40614,1,1K
AUID.40616,3,3Q
AUID.40617,1,1A
AUID.40620,3,3H
AUID.40621,1,1A
AUID.40624,1,1P
AUID.40626,NA,NA
AUID.40627,1,1G
AUID.40631,3,3H
AUID.40634,1,1P
AUID.40635,3,3E
AUID.40638,1,1G
AUID.40641,1,1A
AUID.40643,1,1A
AUID.40644,1,1A
AUID.40652,1,1P
AUID.40654,3,3N
AUID.40656,1,1A
AUID.40657,3,3G
AUID.40658,3,3P
AUID.40659,1,1A
AUID.40662,3,3N
AUID.40664,1,1J
AUID.40666,1,1A
AUID.40669,3,3G
AUID.40670,3,3E
AUID.40671,1,1G
AUID.40674,1,1G
AUID.40676,1,1K
AUID.40678,3,3L
AUID.40679,1,1A
AUID.40680,3,3J
AUID.40681,3,3E
AUID.40683,1,1A
AUID.40689,1,1A
AUID.40693,3,3P
AUID.40697,1,1A
AUID.40699,3,3T
AUID.4070,1,1G
AUID.40705,1,1A
AUID.40707,1,1A
AUID.40709,3,3H
AUID.40710,1,1A
AUID.40711,3,3Q
AUID.40712,1,1A
AUID.40713,1,1A
AUID.40716,3,3P
AUID.40719,1,1G
AUID.40721,1,1P
AUID.40722,3,3Q
AUID.40726,1,1A
AUID.40728,3,3N
AUID.40729,3,3E
AUID.40732,3,3E
AUID.40737,3,3B
AUID.40743,1,1G
AUID.40746,1,1A
AUID.40748,1,1P
AUID.40749,3,3P
AUID.40751,3,3T
AUID.40755,1,1A
AUID.40756,1,1P
AUID.40760,1,1P
AUID.40761,3,3T
AUID.40763,3,3M
AUID.40765,1,1A
AUID.40766,3,3N
AUID.40768,1,1A
AUID.40775,3,3E
AUID.40778,4,4G
AUID.40779,3,3E
AUID.40783,1,1G
AUID.40784,3,3I
AUID.40785,1,1A
AUID.40789,3,3E
AUID.40793,1,1J
AUID.40795,4,4D
AUID.40799,1,1G
AUID.40802,3,3T
AUID.40804,1,1A
AUID.40815,3,3P
AUID.40816,3,3H
AUID.40820,1,1A
AUID.40821,3,3N
AUID.40825,3,3N
AUID.40827,1,1A
AUID.40830,1,1A
AUID.40831,1,1G
AUID.40834,3,3P
AUID.40835,3,3E
AUID.40836,1,1A
AUID.40839,1,1A
AUID.40840,3,3N
AUID.40843,3,3T
AUID.40844,3,3N
AUID.40846,1,1E
AUID.40847,3,3N
AUID.40851,1,1A
AUID.40853,3,3P
AUID.40854,3,3E
AUID.40855,3,3E
AUID.40856,3,3I
AUID.40860,1,1
AUID.40865,1,1G
AUID.40866,3,3E
AUID.40868,3,3N
AUID.40869,3,3N
AUID.40873,3,3E
AUID.40877,3,3T
AUID.40882,3,3P
AUID.40885,3,3E
AUID.40886,3,3Q
AUID.40889,1,1P
AUID.40896,3,3J
AUID.40897,4,4G
AUID.40898,3,3E
AUID.40899,1,1A
AUID.40900,1,1G
AUID.40901,1,1G
AUID.40903,3,3N
AUID.40904,1,1A
AUID.40905,3,3N
AUID.40906,3,3N
AUID.40907,1,1E
AUID.40910,1,1A
AUID.40918,3,3B
AUID.40920,3,3E
AUID.40924,1,1P
AUID.40932,3,3T
AUID.40939,1,1A
AUID.4094,1,1G
AUID.40949,1,1A
AUID.40950,3,3T
AUID.40951,3,3E
AUID.40952,3,3E
AUID.40954,3,3E
AUID.40956,3,3J
AUID.40957,1,1A
AUID.40961,1,1A
AUID.40963,1,1G
AUID.40964,1,1K
AUID.40965,1,1A
AUID.40974,1,1E
AUID.40975,1,1A
AUID.40976,3,3P
AUID.40977,1,1A
AUID.40978,1,1P
AUID.40981,1,1G
AUID.40987,1,1A
AUID.40991,1,1A
AUID.40999,3,3E
AUID.41,3,3E
AUID.41002,3,3E
AUID.41003,3,3E
AUID.41005,3,3T
AUID.41006,1,1P
AUID.41011,1,1A
AUID.41012,1,1P
AUID.41013,3,3K
AUID.41031,3,3E
AUID.41032,1,1G
AUID.41039,3,3P
AUID.41052,3,3
AUID.41053,1,1A
AUID.41073,1,1A
AUID.41074,3,3T
AUID.41077,1,1A
AUID.41080,1,1A
AUID.41081,1,1G
AUID.41082,3,3K
AUID.41084,3,3N
AUID.41085,1,1P
AUID.41086,3,3E
AUID.41087,3,3E
AUID.41090,1,1G
AUID.41097,3,3E
AUID.41100,3,3N
AUID.41107,3,3E
AUID.41108,1,1A
AUID.41112,3,3P
AUID.41115,3,3Q
AUID.41118,3,3J
AUID.41120,1,1A
AUID.41124,3,3N
AUID.41125,1,1A
AUID.41134,3,3E
AUID.41135,3,3E
AUID.41137,1,1G
AUID.41140,1,1A
AUID.41147,1,1A
AUID.41148,1,1A
AUID.41151,1,1A
AUID.41153,1,1P
AUID.41156,1,1A
AUID.41157,3,3L
AUID.41159,1,1A
AUID.41162,3,3E
AUID.41163,3,3N
AUID.41164,3,3H
AUID.41165,3,3E
AUID.41166,3,3E
AUID.41167,1,1A
AUID.41174,1,1A
AUID.41178,1,1G
AUID.41180,3,3H
AUID.41197,3,3T
AUID.41212,1,1O
AUID.41213,1,1A
AUID.41214,1,1G
AUID.41226,3,3H
AUID.41244,3,3E
AUID.41245,1,1K
AUID.41247,1,1P
AUID.41248,3,3E
AUID.41256,3,3E
AUID.41265,1,1A
AUID.41266,1,1K
AUID.41287,3,3H
AUID.41292,3,3N
AUID.41295,3,3E
AUID.41296,1,1O
AUID.41298,3,3S
AUID.413,1,1J
AUID.41318,3,3J
AUID.41320,3,3H
AUID.41322,3,3T
AUID.41325,3,3E
AUID.41328,3,3H
AUID.41335,1,1A
AUID.41344,1,1K
AUID.41345,2,2C
AUID.41377,1,1A
AUID.41378,1,1P
AUID.41379,3,3J
AUID.41380,3,3H
AUID.41392,3,3N
AUID.41405,1,1K
AUID.41413,1,1P
AUID.41434,3,3E
AUID.41435,3,3E
AUID.41436,3,3N
AUID.41437,3,3Q
AUID.41439,3,3E
AUID.41441,3,3
AUID.41445,3,3P
AUID.41451,3,3H
AUID.41452,1,1A
AUID.41456,3,3J
AUID.41462,3,3H
AUID.41465,3,3H
AUID.41466,1,1P
AUID.41467,3,3Q
AUID.41470,1,1K
AUID.41471,3,3E
AUID.41477,1,1K
AUID.41481,1,1A
AUID.41482,3,3P
AUID.41483,3,3Q
AUID.41484,3,3N
AUID.41485,3,3T
AUID.41487,1,1P
AUID.41488,3,3H
AUID.41489,3,3N
AUID.41490,1,1A
AUID.41491,1,1A
AUID.41494,1,1A
AUID.41495,1,1A
AUID.41496,1,1A
AUID.41497,3,3E
AUID.41498,3,3E
AUID.41499,3,3E
AUID.41501,3,3E
AUID.41505,1,1A
AUID.41506,1,1G
AUID.41507,1,1A
AUID.41508,1,1G
AUID.41511,3,3E
AUID.41512,3,3E
AUID.41514,1,1A
AUID.41515,1,1A
AUID.41516,1,1G
AUID.41522,3,3N
AUID.41523,1,1C
AUID.41526,1,1A
AUID.41527,3,3I
AUID.41528,3,3I
AUID.41529,1,1G
AUID.41532,3,3E
AUID.41533,1,1A
AUID.41536,3,3Q
AUID.41542,1,1K
AUID.41543,3,3H
AUID.41545,1,1K
AUID.41547,3,3T
AUID.41549,1,1G
AUID.41550,1,1K
AUID.41553,3,3N
AUID.41556,1,1K
AUID.41557,1,1G
AUID.41561,3,3Q
AUID.41562,3,3N
AUID.41563,1,1K
AUID.41564,3,3Q
AUID.41571,1,1A
AUID.41573,1,1G
AUID.41574,3,3E
AUID.41575,3,3L
AUID.41576,3,3E
AUID.41580,1,1A
AUID.41581,1,1A
AUID.41582,3,3P
AUID.41588,3,3E
AUID.41593,3,3E
AUID.41594,1,1A
AUID.41596,1,1G
AUID.41597,1,1A
AUID.41603,3,3H
AUID.41607,1,1A
AUID.41611,3,3P
AUID.41614,1,1K
AUID.41615,3,3N
AUID.41616,1,1K
AUID.41617,1,1A
AUID.41618,3,3J
AUID.41622,1,1P
AUID.41624,1,1A
AUID.41626,1,1G
AUID.41627,3,3E
AUID.41629,1,1A
AUID.41630,1,1A
AUID.41635,3,3E
AUID.41636,3,3I
AUID.41637,2,2C
AUID.41641,3,3G
AUID.41642,3,3E
AUID.41643,3,3K
AUID.41644,3,3N
AUID.41646,1,1G
AUID.41653,1,1O
AUID.41658,1,1A
AUID.41659,1,1A
AUID.41660,3,3E
AUID.41662,3,3T
AUID.41663,1,1P
AUID.41668,3,3E
AUID.41669,1,1G
AUID.41672,3,3E
AUID.41674,3,3I
AUID.41678,3,3E
AUID.41679,1,1G
AUID.41680,1,1A
AUID.41681,1,1A
AUID.41683,3,3E
AUID.41684,2,2D
AUID.41685,3,3E
AUID.41686,3,3E
AUID.41687,3,3E
AUID.41688,3,3M
AUID.41689,1,1A
AUID.41690,3,3N
AUID.41691,3,3H
AUID.41698,1,1A
AUID.41702,3,3E
