SAMPLEID,StudyID,Run,SRA_Study,BioProject,BioSample,Sample_Name,Sample_Name_2,Region,Collection_Date,Time,Depth,Station,geo_loc_name,Lat_Lon,Latitude,Longitude,LibraryName,LibrarySelection,LibrarySource,Size_fraction,Sample_Type
SRR1178346,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662119,SD2,NA,NA,2012-2-13,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,PCR,METAGENOMIC,B,simple
SRR1178347,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662122,SD5,NA,NA,2012-3-19,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,PCR,METAGENOMIC,A,simple
SRR1178348,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662123,SD6,NA,NA,2012-3-19,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,PCR,METAGENOMIC,B,simple
SRR1178349,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662124,SD7,NA,NA,2012-11-4,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,PCR,METAGENOMIC,A,simple
SRR1178351,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662126,SD11,NA,NA,2012-6-18,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,PCR,METAGENOMIC,A,simple
SRR1178352,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662127,SD12,NA,NA,2012-6-18,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,PCR,METAGENOMIC,B,simple
SRR1178353,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662128,SD13,NA,NA,2012-2-7,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,PCR,METAGENOMIC,A,simple
SRR1178354,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662132,SD19,NA,NA,2012-10-22,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,PCR,METAGENOMIC,A,simple
SRR1178355,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662129,SD14,NA,NA,2012-2-7,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,PCR,METAGENOMIC,B,simple
SRR1178356,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662130,SD15,NA,NA,2012-8-28,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,PCR,METAGENOMIC,A,simple
SRR1178357,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662131,SD16,NA,NA,2012-8-28,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,PCR,METAGENOMIC,B,simple
SRR1178358,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662133,SD20,NA,NA,2012-10-22,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,PCR,METAGENOMIC,B,simple
SRR1178360,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662135,SR2,NA,NA,2012-2-13,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,B,simple
SRR1178362,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662137,SR6,NA,NA,2012-3-19,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,B,simple
SRR1178365,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02663053,SR11,NA,NA,2012-6-18,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,A,simple
SRR1178366,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02664508,SR12,NA,NA,2012-6-18,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,B,simple
SRR1178367,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02664509,SR13,NA,NA,2012-2-7,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,A,simple
SRR1178368,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02664510,SR14,NA,NA,2012-2-7,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,B,simple
SRR1178370,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02664570,SR17,NA,NA,2012-8-28,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,B,simple
SRR1178371,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02664571,SR20,NA,NA,2012-10-22,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,A,simple
SRR1178372,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02664572,SR21,NA,NA,2012-10-22,NA,1 m,NA,Denmark: Great Belt,55.5075 N 10.86194444 E,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,B,simple
SRR1178373,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02649576,RD13,NA,NA,2012-5-7,NA,1 m,NA,Denmark: Roskilde Fjord,55.7 N 12.07944444 E,NA,NA,NA,PCR,METAGENOMIC,A,simple
SRR1178374,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02649577,RD14,NA,NA,2012-5-7,NA,1 m,NA,Denmark: Roskilde Fjord,55.7 N 12.07944444 E,NA,NA,NA,PCR,METAGENOMIC,B,simple
SRR1178375,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662100,RD15,NA,NA,2012-8-16,NA,1 m,NA,Denmark: Roskilde Fjord,55.7 N 12.07944444 E,NA,NA,NA,PCR,METAGENOMIC,A,simple
SRR1178378,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662103,RD20,NA,NA,2012-10-17,NA,1 m,NA,Denmark: Roskilde Fjord,55.7 N 12.07944444 E,NA,NA,NA,PCR,METAGENOMIC,B,simple
SRR1178380,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662105,RR4,NA,NA,2012-2-29,NA,1 m,NA,Denmark: Roskilde Fjord,55.7 N 12.07944444 E,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,B,simple
SRR1178384,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662109,RR8,NA,NA,2012-4-18,NA,1 m,NA,Denmark: Roskilde Fjord,55.7 N 12.07944444 E,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,B,simple
SRR1178385,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662110,RR11,NA,NA,2012-6-13,NA,1 m,NA,Denmark: Roskilde Fjord,55.7 N 12.07944444 E,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,A,simple
SRR1178386,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02662111,RR12,NA,NA,2012-6-13,NA,1 m,NA,Denmark: Roskilde Fjord,55.7 N 12.07944444 E,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,B,simple
SRR1178395,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02649557,RD5,NA,NA,2012-3-28,NA,1 m,NA,Denmark: Roskilde Fjord,55.7 N 12.07944444 E,NA,NA,NA,PCR,METAGENOMIC,A,simple
SRR1178399,BentzonTilia_2015,NA,SRP038933,PRJNA239310,SAMN02649572,RD11,NA,NA,2012-6-13,NA,1 m,NA,Denmark: Roskilde Fjord,55.7 N 12.07944444 E,NA,NA,NA,PCR,METAGENOMIC,A,simple
SRR11784070,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884240,MSCS-10,NA,NA,2017-4-20,NA,5,NA,Pacific Ocean: South China Sea,18.01 N 110.76 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784071,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884239,MSCS-9,NA,NA,2017-4-28,NA,5,NA,Pacific Ocean: South China Sea,16.15 N 115.01 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784072,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884238,MSCS-8,NA,NA,2017-4-9,NA,5,NA,Pacific Ocean: South China Sea,13.19 N 115.01 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784073,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884237,MSCS-7,NA,NA,2017-4-5,NA,5,NA,Pacific Ocean: South China Sea,12.06 N 117.51 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784074,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884236,MSCS-6,NA,NA,2017-4-15,NA,5,NA,Pacific Ocean: South China Sea,14.20 N 118.24 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784075,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884235,MSCS-5,NA,NA,2017-4-16,NA,5,NA,Pacific Ocean: South China Sea,14.24 N 116.11 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784076,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884262,WPO-10-nifH,NA,NA,2017-11-6,NA,5,NA,Pacific Ocean,2.01 N 130.00 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784077,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884261,WPO-9-nifH,NA,NA,2017-11-4,NA,5,NA,Pacific Ocean,4.51 N 130.00 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784078,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884234,MSCS-4,NA,NA,2017-4-7,NA,5,NA,Pacific Ocean: South China Sea,13.24 N 118.01 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784079,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884260,WPO-8-nifH,NA,NA,2017-11-3,NA,5,NA,Pacific Ocean,5.50 N 130.00 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784080,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884259,WPO-7-nifH,NA,NA,2017-10-31,NA,5,NA,Pacific Ocean,8.00 N 130.00 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784081,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884258,WPO-6-nifH,NA,NA,2017-11-12,NA,5,NA,Pacific Ocean,18.00 N 129.00 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784082,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884257,WPO-5-nifH,NA,NA,2017-10-30,NA,5,NA,Pacific Ocean,9.00 N 130.00 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784083,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884256,WPO-4-nifH,NA,NA,2017-10-25,NA,5,NA,Pacific Ocean,18.00 N 127.00 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784084,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884255,WPO-3-nifH,NA,NA,2017-10-28,NA,5,NA,Pacific Ocean,11.99 N 129.99 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784085,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884254,WPO-2-nifH,NA,NA,2017-10-26,NA,5,NA,Pacific Ocean,15.00 N 130.00 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784086,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884253,WPO-1-nifH,NA,NA,2017-11-10,NA,5,NA,Pacific Ocean,15.99 N 130.01 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784087,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884250,WSCS-3,NA,NA,2016-9-10,NA,5,NA,Pacific Ocean: South China Sea,21.48 N 113.28 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784088,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884252,WSCS-8,NA,NA,2016-9-12,NA,5,NA,Pacific Ocean: South China Sea,19.96 N 115.08 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784089,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884233,MSCS-3,NA,NA,2017-4-4,NA,5,NA,Pacific Ocean: South China Sea,12.22 N 115.01 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784090,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884251,WSCS-7,NA,NA,2016-9-16,NA,5,NA,Pacific Ocean: South China Sea,20.94 N 114.54 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784091,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884249,WSCS-6,NA,NA,2016-9-30,NA,5,NA,Pacific Ocean: South China Sea,12.01 N 112.00 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784092,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884248,WSCS-5,NA,NA,2016-9-29,NA,5,NA,Pacific Ocean: South China Sea,13.00 N 110.49 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784093,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884247,WSCS-4,NA,NA,2016-10-3,NA,5,NA,Pacific Ocean: South China Sea,11.01 N 112.00 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784094,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884246,WSCS-2,NA,NA,2016-9-29,NA,5,NA,Pacific Ocean: South China Sea,11.92 N 110.55 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784095,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884245,WSCS-1,NA,NA,2016-10-3,NA,5,NA,Pacific Ocean: South China Sea,11.00 N 110.50 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784096,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884244,MSCS-14,NA,NA,2017-4-27,NA,5,NA,Pacific Ocean: South China Sea,16.20 N 116.04 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784097,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884243,MSCS-13,NA,NA,2017-4-17,NA,5,NA,Pacific Ocean: South China Sea,14.24 N 115.01 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784098,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884242,MSCS-12,NA,NA,2017-4-25,NA,5,NA,Pacific Ocean: South China Sea,16.22 N 118.24 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784099,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884241,MSCS-11,NA,NA,2017-4-20,NA,5,NA,Pacific Ocean: South China Sea,10.30 N 115.01 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784100,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884232,MSCS-2,NA,NA,2017-4-22,NA,5,NA,Pacific Ocean: South China Sea,18.02 N 113.56 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11784101,Ding_2021,NA,SRP261427,PRJNA631575,SAMN14884231,MSCS-1,NA,NA,2017-4-23,NA,5,NA,Pacific Ocean: South China Sea,18.19 N 115.69 E,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR11948576,TianjUni_2016,NA,SRP266399,PRJNA637983,SAMN15163221,B14-75m,NA,NA,2016-11-22,NA,75,NA,Indian Ocean,13.50173333 N 88.05745 E,NA,NA,BoB-10,PCR,METAGENOMIC,NA,simple
SRR11948577,TianjUni_2016,NA,SRP266399,PRJNA637983,SAMN15163220,B14-0m,NA,NA,2016-11-22,NA,5,NA,Indian Ocean,13.50173333 N 88.05745 E,NA,NA,BoB-09,PCR,METAGENOMIC,NA,simple
SRR11948578,TianjUni_2016,NA,SRP266399,PRJNA637983,SAMN15163219,B12-75m,NA,NA,2016-11-20,NA,75,NA,Indian Ocean,13.50173333 N 87.99873333 E,NA,NA,BoB-08,PCR,METAGENOMIC,NA,simple
SRR11948579,TianjUni_2016,NA,SRP266399,PRJNA637983,SAMN15163218,B12-0m,NA,NA,2016-11-20,NA,5,NA,Indian Ocean,13.50173333 N 87.99873333 E,NA,NA,BoB-07,PCR,METAGENOMIC,NA,simple
SRR11948580,TianjUni_2016,NA,SRP266399,PRJNA637983,SAMN15163217,B07-75m,NA,NA,2016-11-18,NA,75,NA,Indian Ocean,13.50173333 N 87.9961 E,NA,NA,BoB-06,PCR,METAGENOMIC,NA,simple
SRR11948581,TianjUni_2016,NA,SRP266399,PRJNA637983,SAMN15163216,B07-0m,NA,NA,2016-11-18,NA,5,NA,Indian Ocean,13.50173333 N 87.9961 E,NA,NA,BoB-05,PCR,METAGENOMIC,NA,simple
SRR11948582,TianjUni_2016,NA,SRP266399,PRJNA637983,SAMN15163215,B04-75m,NA,NA,2016-11-17,NA,75,NA,Indian Ocean,15.00026666 N 87.99105 E,NA,NA,BoB-04,PCR,METAGENOMIC,NA,simple
SRR11948583,TianjUni_2016,NA,SRP266399,PRJNA637983,SAMN15163214,B04-0m,NA,NA,2016-11-17,NA,5,NA,Indian Ocean,15.00026666 N 87.99105 E,NA,NA,BoB-03,PCR,METAGENOMIC,NA,simple
SRR11948584,TianjUni_2016,NA,SRP266399,PRJNA637983,SAMN15163225,B20-75m,NA,NA,2016-11-26,NA,75,NA,Indian Ocean,13.50173333 N 87.99866666 E,NA,NA,BoB-14,PCR,METAGENOMIC,NA,simple
SRR11948585,TianjUni_2016,NA,SRP266399,PRJNA637983,SAMN15163224,B20-0m,NA,NA,2016-11-26,NA,5,NA,Indian Ocean,13.50173333 N 87.99866666 E,NA,NA,BoB-13,PCR,METAGENOMIC,NA,simple
SRR11948586,TianjUni_2016,NA,SRP266399,PRJNA637983,SAMN15163223,B17-75m,NA,NA,2016-11-23,NA,75,NA,Indian Ocean,13.50173333 N 88.0038 E,NA,NA,BoB-12,PCR,METAGENOMIC,NA,simple
SRR11948587,TianjUni_2016,NA,SRP266399,PRJNA637983,SAMN15163222,B17-0m,NA,NA,2016-11-23,NA,5,NA,Indian Ocean,13.50173333 N 88.0038 E,NA,NA,BoB-11,PCR,METAGENOMIC,NA,simple
SRR11948588,TianjUni_2016,NA,SRP266399,PRJNA637983,SAMN15163213,B03-75m,NA,NA,2016-11-15,NA,75,NA,Indian Ocean,15.48875 N 88.00741666 E,NA,NA,BoB-02,PCR,METAGENOMIC,NA,simple
SRR11948589,TianjUni_2016,NA,SRP266399,PRJNA637983,SAMN15163212,B03-0m,NA,NA,2016-11-15,NA,5,NA,Indian Ocean,15.48875 N 88.00741666 E,NA,NA,BoB-01,PCR,METAGENOMIC,NA,simple
SRR12432956,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795524,N3_B14 S,NA,NA,2017-6-28,NA,1 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432957,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795523,N3_B4 S,NA,NA,2017-6-28,NA,1 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432958,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795522,N2_B7 S,NA,NA,2017-6-9,NA,1 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432959,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795521,N2_B6 S,NA,NA,2017-6-9,NA,1 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432960,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795568,N7_B7 D,NA,NA,2017-8-29,NA,6.5 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432961,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795567,N7_B6 D,NA,NA,2017-8-29,NA,6.5 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432962,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795566,N7_B14 D,NA,NA,2017-8-29,NA,6.5 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432963,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795565,N7_B4 D,NA,NA,2017-8-29,NA,6.5 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432964,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795520,N2_B14 S,NA,NA,2017-6-9,NA,1 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432965,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795564,N6_B7 D,NA,NA,2017-8-9,NA,6.5 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432966,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795563,N6_B6 D,NA,NA,2017-8-9,NA,6.5 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432967,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795562,N6_B14 D,NA,NA,2017-8-9,NA,6.5 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432968,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795561,N6_B4 D,NA,NA,2017-8-9,NA,6.5 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432969,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795560,N5_B7 D,NA,NA,2017-7-26,NA,6.5 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432970,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795559,N5_B6 D,NA,NA,2017-7-26,NA,6.5 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432971,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795558,N5_B14 D,NA,NA,2017-7-26,NA,6.5 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432972,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795557,N5_B4 D,NA,NA,2017-7-26,NA,6.5 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432973,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795556,N4_B7 D,NA,NA,2017-7-10,NA,6.5 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432974,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795555,N4_B6 D,NA,NA,2017-7-10,NA,6.5 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432975,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795519,N2_B4 S,NA,NA,2017-6-9,NA,1 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432976,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795554,N4_B14 D,NA,NA,2017-7-10,NA,6.5 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432977,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795553,N3_B7 D,NA,NA,2017-6-28,NA,6.5 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432978,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795552,N3_B6 D,NA,NA,2017-6-28,NA,6.5 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432979,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795551,N3_B14 D,NA,NA,2017-6-28,NA,6.5 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432980,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795550,N3_B4 D,NA,NA,2017-6-28,NA,6.5 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432981,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795549,N2_B7 D,NA,NA,2017-6-9,NA,6.5 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432982,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795548,N2_B6 D,NA,NA,2017-6-9,NA,6.5 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432983,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795547,N2_B14 D,NA,NA,2017-6-9,NA,6.5 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432984,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795546,N2_B4 D,NA,NA,2017-6-9,NA,6.5 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432985,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795545,N1_B7 D,NA,NA,2017-5-11,NA,6.5 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432986,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795518,N1_B7 S,NA,NA,2017-5-11,NA,1 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432987,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795544,N1_B6 D,NA,NA,2017-5-11,NA,6.5 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432988,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795543,N1_B14 D,NA,NA,2017-5-11,NA,6.5 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432989,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795542,N1_B4 D,NA,NA,2017-5-11,NA,6.5 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
